Name,Rating,Review,Sentiment
No Name,3.0,"it's not for me but i understand that the actors are so convincing. if you need something disturbing, this is it.",neutral
No Name,5.0,"absolute cinema! ele é bem pesado. consegue te deixar bem desconfortável durante o filme. vc realmente consegue sentir ele. a música é fenômeno, o som é fenômeno, a atuação tbm e aquele jogo de cortes rápidos mostrando o isqueiro borbulhando (fast cuts and close ups) é absurdo!",positive
No Name,4.0,i don't know how to describe this movie but my eyes definitely felt it.,neutral
No Name,5.0,my new favorite movie ever. f*ck august rush,positive
No Name,0.5,a stark glimpse into leto's future after his cult collapses when he gets picked up for dming minors.,negative
No Name,3.5,you can truly feel the agony of the characters for 23 hours of their day in search of the feeling in that 24th.,neutral
No Name,4.5,"combining top notch performances (particularly from ellen burstyn), strong subject matter, frenetic cinematography and a memorable musical score from clint mansell, darren aronofsky's requiem for a dream provides a haunting and intense look into drug addiction, broken dreams, isolation and despair. it's not one for repeated viewing though.",positive
No Name,4.0,definitely a hard movie to watch. depressing but at the same time a great way to get a message across. 7.7/10,negative
No Name,4.0,"requiem for a dream is definitely not for everyone, with it's bleak and sorrow nature, however it's worthwhile with it's unique storytelling and message about the horrors of drug addiction",negative
No Name,5.0,never watching this again btw,neutral
No Name,4.5,a gut-wrenching & unforgiving tale of substance abuse that will leave an impression on you to say the least. the perfect pacing & clever cinematography only add to the haunting tone of this movie.,positive
No Name,5.0,so harrowing! brilliant acting … jared never fails! i first watched this when it came out and i'm still recovering .. the ending stays with you that's for sure!!,positive
No Name,5.0,everyone should watch this so they can really know how illegal drugs can destroy lives.,negative
No Name,4.0,"i loved the book, and i thought this was an excellent movie.  i'm glad selby co-wrote the screenplay.  kids, just say no to drugs and alcohol.  if you want to know why, watch this movie.",positive
No Name,4.0,"muito chocante uma incrível e real jornada diretamente ao submundo das drogas, os atores desaparecem nos seus papéis é um dos melhores filmes que eu vi",positive
No Name,5.0,visually stunning. awesome cinematography. a harrowing look at the depths that addiction can drag people down to.,positive
No Name,5.0,"beware!you will not ever forget this movie, it shows perfectly all the complications of human nature and relationships, but it gives us an insight into the complicated relationship between addiction and love that most of us try to blind ourselves from.",positive
No Name,4.5,the movie is both amazing and disturbing. they've done a really good job at displaying the lives of addicts. it really makes you think about life and i think that everyone has to watch this movie.,positive
No Name,4.0,"damn, i feel very sorry now",negative
No Name,5.0,"great acting! put jennifer connelly on the map as a serious actor, imo",positive
No Name,5.0,"a true masterpiece which should be shown to teenagers as educational material in a fight against drug use. the pacing of the movie is absolutely perfect. connection with the characters is so good that i've almost felt physical pain at the end of the movie. in fact, the best way to describe the feeling i've got after watching it is - being hit in the face by a brick. it's one of the rare movies which brings you in its world and connects you to the characters, their hopes, dreams and ultimate demise to the point where you feel physical relief after it ends and you get back to your own life. and it's not because the movie is bad - quite the contrary. it's eye opening. it makes you glad to have your own life, in whatever mental, social or financial state you are in. it makes colors of your real world more vibrant. it simply is a requiem for a dream in every sense of that phrase.",positive
No Name,1.5,"definitely will never understand the hype. i finally watched this and was left thinking, ""really? this is it?""",positive
No Name,5.0,"the score, the pace, the visuals, the camera work, the acting. everything was put together to make of this movie the best movie you will not watch a second time not because it is bad but because it is that good, that powerful",positive
No Name,5.0,"absolutely incredible with all around amazing performances, a haunting score, and imagery that will stick with you forever.",positive
No Name,5.0,"it is a film that can come across as disturbing to some people probably but for me it was a really well executed idea, beautiful acting from the main actors and unique but brilliant cinematography. i think some parts of the story could have been worked on or even extended but generally the feeling/atmosphere is one of the best. was finding myself wanting for more .",positive
No Name,4.0,"unfiltered, disturbing yet powerful, with graphic imagery that doesn't leave the head anytime soon. phenomenal score, great cast and some neat editing as well as cinematography. i think it's nicely structured, narrated and paced despite it being about four different characters each with their own arc. while there lacks some writing it is still beautifully directed and delivered. many scenes that were brilliantly crafted to give off the exact essence of the moment but also a few which could have been a bit more worked on. a well executed portrayal of real-life people shown as cinematic as it gets and one that doesn't shy away from ending it all as unfortunate as possible. i thank my dear friend jeff for this recommendation.",positive
No Name,5.0,"it's not a normal film; it's an experience. you can't watch it while chilling. it gives a deep, uncut vision of one of the darkest sides of human beings. nothing for weak nerves.",negative
No Name,5.0,the last 20-15 minutes of the movie me cry for a good hour afterwards. safe to say i'm never touching drugs in my life holy hell,positive
No Name,4.5,"there's  nothing positive that ever happens, still worth watching...it is an important movie.",positive
No Name,4.5,this movie is truly something. i had heard spoilers of the movie scenes and the ending and i still cried when i watched it. one of favourite movies honestly 😙👌,positive
No Name,3.5,despair without redemption. the subject matter is very dark. the editing & score are irritatingly repetitive yet mesmerizing. the plot is thin with missed opportunities but the unique vision is captured.,negative
No Name,5.0,"at first the movie doesn't seem like it is going anywhere until it continues to escalate. eventually reaching one of the best climaxes in cinematic history. it's a very depressing movie, but it will leave you in shock and awe after it is over.",positive
No Name,3.0,pretty hard to watch disturbing drug movie well acted and shot but its so depressing worth watching once makes you think but some will find it too disturbing.,negative
No Name,4.0,one of the most uncomfortable movies ive ever watched. wasnt a bad movie ill just never watch it again.,negative
No Name,4.0,"failure is a scary thing; everyone fears it one way or another. requiem for a dream hones its themes on this, and is greatly enhanced through a talented cast, this is one seriously depressing ride.",positive
No Name,4.5,the camerawork is great，the music is the same,neutral
No Name,5.0,"i love the theme, and i love the cinematography. i think all of the actors did a great job! i've already seen this a few times. i'm not sure why some people say they can only stomach seeing it once. while the film is somewhat dark, i consider it a masterpiece that's worth seeing several times.",positive
No Name,3.0,"6.0/10- i’m not grading this from a cinematic standpoint, but from a “that was so disturbing you couldn’t pay me to watch it again” standpoint",negative
No Name,5.0,the masterpiece of darren aronofsky!,neutral
No Name,5.0,"a shattering, mind-altering and utterly immersive psychological drama that doesn't withold, requiem for a dream's ravaging intensity, creative imagery and marvelous performances make it a film that positively will stick with you.",positive
No Name,4.0,"an uncomfortable watch, but a brilliant film.",positive
No Name,4.5,this movie will make you feel incredibly uneasy.,positive
No Name,1.0,tough to watch at the end.  rough depiction of the depths and sinfulness of man.,negative
No Name,5.0,"esse filme é incrivel ele consegue nós colocar na pele dos personagem principais é muito bem dirigido os ângulos de câmera são maravilhosos a trama e o roteiro são muito bem escritos, consegue traçar um paralelo com a vida real das pessoas qur sofrem com esse vicios e o seu final é de nos fazer refletir e causar desconforto de tão inpacnatante, um filme que vale a pena assistir.",positive
No Name,5.0,it's extreme! they are impressive views affected by the same problem. it's amazing what happens from the starting point to the final point.,positive
No Name,3.5,amazing performance by ellen burstyn,positive
No Name,5.0,one of my favorite movie ever. addiction is perfectly depicted by main characters slowly turning into monsters.,positive
No Name,5.0,"all time favorite movie, watched many times. the movie is very sad and while it definitely can seem out of touch with reality. i think the portrayals of the tragedies it focuses are depicted with the seriousness deserved. i appreciated certain creative decisions for example the slang/jive ty and harry use while i have never heard the slang words used outside this movie they are easily understood with context clues and give it a timeless feel - movie specific slang shouldn't become outdated so to speak.",positive
No Name,4.0,"darren aronofsky's requiem for a dream is a harrowing look at addiction and obsession.  sara goldfarb's (ellen burstyn) universe exists primarily within her brooklyn apartment where, fueled by amphetamines, she obsesses about appearing on television.  meanwhile, her son harry (jared leto), accompanied by his girlfriend (jennifer connelly) and his best friend (marlon wayans), spend their days looking to score their next fix of heroin.  it is a nightmarish vision from the start as the characters slowly but inevitably descend into a world of horrifying physical and mental pain, psychosis, surreal hallucinations, and the reality that there is no escape.  while aronofsky's outlandish style is sometimes unnecessarily distracting, the movie is buoyed by some stark and memorable imagery, a remarkable score by aronofsky regular clint mansell, and what could just be burstyn's career-defining performance.",positive
No Name,2.5,"tasteless, dull junkie mess... what am i watching?",negative
No Name,5.0,the best acting performance from ellen burstyn! with the best editing ever done in a movie!,positive
No Name,5.0,a once in lifetime experience.,neutral
No Name,5.0,"one of the best depictions of addiction ever put to film. every character is dealing with their own addiciton to something, and it really hammers home that the ones who fall to addiciton often just are victims.",positive
No Name,5.0,"it was absolutely amazing. proof that simple problems that create simple plot lines work really well. the soundtrack was one of the most amazing ones i have ever seen in a movie. the acting was amazing as well, and the topic is masterly explored. it is a movie that doesn't have a single heart-warming moment, and that is perfect considering the dark and raw atmosphere that they were trying (and successfully did) to create. drugs can really mess you up, and this movie portrays that in a beautiful way. these four people end up in a worse and darker place by the time everything is said and done. this film takes us to a journey where we can see the addicts going from less to more, going to extreme extents to get their merchandise, and at the same time we are witnesses of their descent to insanity.  another thing i want to point out is the photography. outstanding. the way this movie uses it's cameras is astonishing. yet again, simple but incredibly effective shots result from this work of art. this movie will raise your tension and feel the desperation from the characters. it will amaze you with its beautiful scenes and unique atmosphere. it is simple. it is intense. it is one of the greatest movies i have ever seen, without a doubt.",positive
No Name,3.5,"depressing movie, well done but lacking anything pleasant.",positive
No Name,3.5,this...is one heck of a difficult film to review. you won't enjoy yourself. you're not supposed to. aronofsky is unflinching in driving home the horrors of drug abuse - but his stylish direction distracts from as much as it enhances that goal.,positive
No Name,4.0,"que trauma. se la recomiendo a todos y no se la recomiendo a nadie. en serio es una película +18 pero no por la violencia o sexualidad, sino por la carga de realidad tan impactante.",neutral
No Name,5.0,one of the best movies ever made in my opinion. brutally real. an unforgettable watch that will leave you thinking about it long after the credits roll.,positive
No Name,3.5,"a deeply disturbing film -- showing graphically the effect dope has on four people's lives. all four are involved in personal relationships with each other. dope is the catalyst but the real evil is society -- dreams that are promised and cannot be fulfilled by four inadequate people. moreover, the way society treats its failures is gut-wrenchingly depicted. absolutely not for the faint-hearted, not even sure myself whether i benefitted from watching it.",negative
No Name,4.5,"the editing and cinematography of this movie are absolutely riveting, and aronofsky's direction is truly a work of art. the messages this movie displays are yet to age and the actors are firing on all cilinders. for people saying it's too dark, depressing and has no business existing, go watch dr. dolittle 2 for the 98th time!",negative
No Name,4.0,"the pace is frenetic.  that put me off at first, but once i caught up with the rhythm i enjoyed the film.  ellen burstyn is terrific.",positive
No Name,4.5,"this movie is incredibly disturbing and depressing, however, you will never forget it. amazing cinematography and artistically thought out plot.",negative
No Name,5.0,i'm never watching that again,neutral
No Name,4.5,"as a young filmmaker this movie left an imprint.  this film made the camera a stylistic element beyond anything that had been done before.  sure yes,  other great masterpieces of cinema contained great portraits capture in motion, but rarely was the motion used to repeatedly tell the story.   this is where requiem for a dream shines, the use of the camera to tell the simplest of stories, one of vice, and pain and fear, and love and joy which barely slipped through our fingers.  before the main characters have yet to live they are seeking death.  their parents, and their parents parents doing the same, except not through existential foes, but actual others, looking to submit to existence with slow death.  not by drugs, but by war, or the misery of the knowledge of what one could have been.  don't could have been is the story of this movie, summarized by lifes transposed onto drugs and violence.  all the choices of the characters no matter their prior circumstances.",positive
No Name,4.5,this is really a screwed up movie it's kinda sad but it's a great movie. it's all about drugs and how they ruin your life. well the son is a heroin addict along with his girl and his best friend. and they figure out a way to make money and able to support their habit but in the long run things just get really bad for them. now one of the dope fiends mother tries to go on a diet and it doesn't work out so she sees a doctor and they put her on uppers. so she can eat as much as she wants and lose weight. and when she starts out taking them they make her feel really good until her body gets immune to them and then she starts craving the high and she becomes a total mess. the whole movie is great but everything gets screwed up,positive
No Name,5.0,"really powerful story, definitely one of the most powerful movies out there.",positive
No Name,1.5,"sad, depressing, gross, on and on. yes, drugs damage and kill. we know that. what's the point of putting this offensive mess in people's faces? other than the good acting, this film has no merit and no need to be made.",negative
No Name,4.5,this movie deserved more oscar noms and ellen burstyn should’ve won for best actress. this is very disturbing but expertly crafted in a way i hadn’t seen before when i first saw it. it’s a drug movie masterpiece,positive
No Name,3.5,"highly discomforting, but sharply crafted to portray horrors effectively—it's a masterpiece i never want to see again.",positive
No Name,5.0,"a work of art! what a beautiful tragic film. excellent cinematography. fine, fine cast! i couldn't take my eyes off it. a must watch.",positive
No Name,4.0,"not a movie you will watch over a billion times, more of an educational movie dealing with the levels of addiction, mental illnes,s and drug abuse.",positive
No Name,4.5,"in this twisted aronofsky flick, four individuals pursue love and adoration in various ways. their changing lifestyles lead them down a rapid road of addiction, crime, insanity, and greed. aronofsky's examination of the dreadful and long-lasting effects that these can have on human beings is agonizingly thrilling— possibly unendurable for some. still, the dramatic thriller was executed very well and the acting was efficacious. it's mind-boggling, tragic, graphic, absolutely shuttering, but above all, realistic. i enjoyed the eeriness and the darkness of the film, but it was made to leave a sour taste in our mouths and darren aronofsky delivered.  for the bold and disturbed, i recommend you give it a night-watch. for the more squeamish movie-goers and strangers to the psychological thriller genre, i strongly caution… 88%!",positive
No Name,4.0,an amazing but unpleasant film to watch.,negative
No Name,5.0,"crude, a good representation and a roller-coaster of emotions",neutral
No Name,4.5,"requiem for a dream is a movie that is daring with super crisp clean imagery,impeccable directing with outstanding performances from its cast. it’s a heartwrenching look at addiction and it makes for some must watch cinema. this is my 2nd arronfsky film and i’m absolutely hooked. grade a",positive
No Name,5.0,"one of the best, most suspensful movies i've ever seen.",positive
No Name,4.0,"incredible score. raw, wrenching look at what addiction does. funnily enough, i found the mother's story to be the most captivating. the crosscutting at the end, with each character destroying themselves in pursuit of that craving, is really powerful. there are so many cringe-inducing moments in this film because of how unflinching aronofsky is in depicting these four interconnected tragedies. not a fun film to watch, but it is a resounding display of filmmaking.",positive
No Name,4.0,"a great film that pounds home the motif of ""you reap what you sow"".",positive
No Name,3.0,"the acting was phenomenal. i agree with others it is a difficult watch. i found the storyline to be a bit cliche, very much in line with something we would have been shown in middle school to scare us away from drugs.",positive
No Name,3.5,"while a bit clunky and jarring for a viewer, who can't help get the theme of this movie stuck in one's head? great acting from jared leto and the entire crew and very interesting parallels between the characters for the audience to analyze. it's one of those movies that are good because of how sad and crazy they are!",positive
No Name,4.0,"great movie, perfect to fall in love and see a work of art at the same time.",positive
No Name,4.0,"this might be one of my favorite ""darker' films of all time. it's hard to watch, but it evokes so many strange emotions. the first time i watched, i was genuinely terrified and so disturbed for days after. but that is why i needs to be watched, especially by younger people. watch out for that fridge :)",positive
No Name,1.0,"too twisted, too sad, too creepy. don't watch it if you are not in a mood for something that will give you a sad, bad feeling., it's not a conventional movie...",negative
No Name,4.0,"this movie was very detailed in portraying the lifestyle of a drug addict. it was intense and at times hard to watch. but none of it was fiction, it was all too real.",positive
No Name,4.5,"""requiem for a dream"" is a total nightmare of the life of its subjects. the rawness of the film is carry out for its montage and powerful performances. 9/10",positive
No Name,4.0,what a great disturbing experience. i cannot express by just seeing the cruelty of the director in all scenes. just well-directed one of the world's best movies.  the heart content is in there. it's not for the faint-hearted folks. it's one of the most horrifying psychological thrillers i ever saw. it's cruelly testing all of your nerves in every single part of the film. awesome watch,positive
No Name,4.0,"a shocking and punching movie that you'll never forget. you see the dreams of each and everyone of the characters be canceled by this drug and it absolutely pushes you away from this. it is a really good way to give a life lesson to people of 15-18 that watches this. never start because you may be like them. the story of the four characters were tragic but you just wanted them to succeed and that is why i love this movie. the story is perfect and the acting makes the movie more watchable. after this, the original soundtrack of this movie is unforgettable, splendid. i just didn't like that much the repetitive use of little sequences before they take drug or something. i don't know how to call it, but it was a bit too much. a really good movie and a must see.",positive
No Name,5.0,still one of the best films ever made in my opinion!,positive
No Name,4.5,"requiem for a dream is an interesting psychological drama film about drug use. american director darren aronofsky successfully portrays the drug addiction of the four protagonists and its consequences on their physical and emotional state. the interpretations of ellen burstyn, jared leto, jennifer connelly, and marlon wayans are remarkable and, in particular, that of burstyn, who manages to completely fit into her character. the film also features the extensive use of short cuts, split scenes, and very tight close-ups. finally, the movie soundtrack composed by clint mansell, and which includes the famous track lux aeterna, is simply extraordinary and is a fundamental component of the film. one of the best movies about drug addiction.",positive
No Name,4.0,"a visceral and uncomfortable viewing, but not one to be missed. requiem won’t be for everyone, but it examines an ugly side of human nature and the unfortunate consequences of addiction in a blisteringly chilling way. the performances were excellent and the commitment was real. it’s not a particularly re-watchable film, but it’s a cult classic to add to the list",negative
No Name,4.0,this illustrates the devastating nature & consequences of addiction...,negative
No Name,3.5,"an interesting movie that didn't hit me as hard or intense as it may others. the film portrays the descent into addiction of four related but different individuals. while it's supposed to be an emotional and psychological thriller, it didn't necessarily bring out those feelings in me. i felt bad for the characters and their decision making skills but the progression of the story moved too quickly at times for me to build strong connections with those involved. however, the performances are tragically beautiful and the story is tragically bleak. the portrayal of drugs and its effect on the lives of its users and others around them is the central point and in that sense the film succeeds. nonetheless, this film will hit harder to those who've been affected by the subject matter or have knowledge on the topic.",positive
No Name,4.5,"requiem for a dream shows excellent performances twisted in a world of addiction and struggle. it is at times hard to watch but it shows the reality of addiciton with tough scenes and memorable performances. it's a movie you'd probably only watch once, but you will remember it for a long time.",positive
No Name,4.5,"devastating and heartbreaking performances from jared leto and jennifer connelly complement aronofsky's intense direction, making requiem for a dream hard to forget.",negative
No Name,5.0,the best drama ever!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,positive
No Name,3.5,"""requiem for a dream"" is an american psychological drama film directed by darren aronofsky in 2000. it is adapted from hubert selby jr. in 1978. the film describes four characters affected by drug addiction and how it changes their physical and emotional states. their addiction makes them imprisoned in a world of fantasy and despair. as the movie develops, each character will deteriorate and their reality will be replaced by fantasy, leading to disaster. ""requiem for a dream"" is a movie of four americans who have fallen from power. they have no bright future but resort to stimulants. when sara hoped to find a way out of chemical happiness, for her son harry, his girlfriend marian and friend tyrone, she also got used too the pills and even mother sara goldfarb fell into a downward spiral. at the beginning of the film, she still tried to guide the child on the right path by tying the tv he wanted to sell to the radiator, but when a rogue nutritionist confessed to a somewhat neurotic sixty-year-old that she might lose weight, because of the pills she didn't want to stop taking them and got addicted. the movie focuses on the lives of the residents of coney island, and the film shows the consequences of addiction and obsession and how obsession leads to addiction. by playing with different camera angles and the smooth editing work, a special film experience is created. just like the audience has experienced the pain of various characters.  jared leto convincingly plays the role of drug addict harry goldfarb, and he will do his best to get the last batch of heroin. but money is a problem. he has no choice but to force his addict girlfriend marion into prostitution, and the latter is a brilliant role played by jennifer connelly. his good friend tyrone, played by marlon wayans, also tried to control his addiction, but his efforts were in vain. when friends were struggling with addiction, harry's mother sara was glued to the tube when she called for contestants on her favorite tv show. she is determined to participate, but needs to lose a few pounds to wear her favorite clothes. her obsession with television made her addicted to drugs that can speed up the weight loss process. but the result was disastrous, and sara slowly and surely seemed to lose control of reality. the exorcist actress ellen burstyn played a very good role. ""requiem for a dream'' is a drama film that makes you think, but also gives you a bad feeling. the film clearly shows how strong an addiction can be. but also how strong an obsession can be and that this can lead to rash choices with disastrous consequences. requiem for a dream is, for me, the example of a good film that i never need to see again. it made me quite depressed. with this masterpiece, he impressed me as a viewer.",positive
No Name,3.0,"this movie has the best music score. the movie shows you how far people can go just to prove that they are something, even though that chase might/will destroy you. also, we need some limits, otherwise we will lose control.",positive
No Name,4.0,perfect atmosphere crafting that matches the story and its ending perfectly. good portion of this acomplishment belongs to the delicious sondtrack.,positive
No Name,3.5,"requiem for a dream is not a depressing film as people exclaim it to be but is a film crafted to talk about tragedy highlighting the harsh realities of life. with beautiful visuals that portray important observations, i can't ponder enough about the appropriate score that suits it comfortably. but in the end, the film fails to provide crucial stepping stones for the plot to accelerate.",positive
No Name,4.5,"rating: a-   director: darren aronofsky  requiem for a dream is a film that's nothing for the faint hearted. the four leads are really good, considering  that the film has only very little minor characters, ellen burstyn is definitely the standout right here. the style and cinematography are good and they try to do a lot with split screens and pulling the fantastic score throughout the entire movie. in one sentence, this is a masterpiece but i'll never ever want to watch it again.",positive
No Name,5.0,"a masterpiece that doesn't hold back and doesn't care if the audience is okay with that decision or not. that's what makes it a true legend in the world of film; once seen, unable to be forgotten. a movie that stays with you forever and perhaps was a bit ahead of its time so far as the extreme nature through which its subject matter of addiction and subsequent downward spiral is displayed, resulting in everything from the perfect technical aspects of score to cinematography and editing, all the way up to the acting talent on display from the four leads, who are arguably two leads (leto and burstyn) and two supporters (connelly and waynes), all of whom could and should have been nominated for their performances, all of whom carried their weight, and when combined resulted in one of the most gut wrenching, unforgettable, real, true, horrific, and polarizing movies of a generation. there's just simply no other movie like requiem for a dream.",positive
No Name,3.0,"i know its well acted, well directed etc, etc but it was such an unpleasant watch that i can't rate this film that high.  obviously it was supposed to be a downer but i couldn't find any kind of love from the filmaking because it was a slog to watch these characters spiral into the darkest of pits.  certainly a onetime watch and i'm really only rating it this high because of the technical aspects of requiem, nothing else.",positive
No Name,4.0,a movie that depicts the horrific reality of drug addiction with great cinematography . although due to heavy exaggeration of storyline and poor characterization it lacks in delivery and influence . though it's scary enough to keep you sober .,negative
No Name,4.5,"an analysis of addiction, an examination of excess and a poem to the uneducated. this film is exactly what it should be to anyone willing to absorb the message. i love this film. 8/10",positive
No Name,4.0,"hard-hitting and gritty with some extremely uncomfortable scenes. however, they all have their part to play in building themes, story, and character. leto, burstyn, connelly, and wayans all put in excellent performances, with good support from christopher mcdonald.   movie review #1",positive
No Name,4.0,"""in the end it's all nice.""  i've put off watching ""requiem for a dream"" for forever given the grim subject matter. a recent re-review by jeremy jahns motivated me to finally watch it.  and hoo-boy, what a bleak and brutal masterpiece.  it's clearly darron aronofsky's best and most compelling work. the acting is phenomenal. the editing, cinematography, and filming style is just amazing and innovative. the way he brings to life four different character arcs such that we care about each and everyone of them shows an artist who is a master at his craft.  for some reason i didn't have the passionate reaction to this as the many fans/critics that absolutely adore the movie. this may be a generational issue.  trainspotting was more to my personal liking which i think has to do with the soundtrack which for me really elevated it to a more re-watchable film. trainspotting may have more comedy, but it can get super dark as well (the baby scene).  ultimately, this is clearly a movie classic that will stand the test of time.",positive
No Name,4.5,"one of the most terrifying films i have ever seen, if not the most terrifying. requiem of a dream takes a deep unpolished dive into the physical and psychological ramifications of drug abuse. this superb film will leave you in utter despair at even the thought of consuming recreational drugs and is a must watch!",neutral
No Name,4.5,terrifying. i say it is scarier than a horror movie.,negative
No Name,4.0,"83%. this movie is a powerful look into the effect of addiction within society, but more importantly ourselves. yes, we are selfish creatures. everything, sooner or later, connects back to us, but that is how the movie gets you. on one hand you are deeply saddened for the characters, and more importantly the people who they represent in real life. but on the other hand you see the worst parts of yourself in these characters and realize you must always fight to keep those demons at bay. aside from the message the movie is unique and is engaging throughout. i can promise you won't be bored, it will make you feel something in someway.",positive
