Name,Rating,Review,Sentiment
No Name,5.0,best of movies/tv series collection,positive
No Name,5.0,amazing movie and groundbreaking,positive
No Name,5.0,masterful sci-fi and story telling. remains one of my all time favorite movies.,positive
No Name,5.0,"#1 favorite movie, b/c there's no way to prove you're not in the matrix now;)lol",positive
No Name,4.0,um filme visionário que envelheceu muito bem,neutral
No Name,5.0,"groundbreaking, original and a thought-provoking huge scale science fiction film with plenty of action and a great screenplay as a base. this is by far the best of the trilogy and really establishes it's characters and their backgrounds as well as the storyline for things to come, yet there is also constant action and thrilling choreography on display the whole running time. the matrix is easily one of the best science fiction films of the past two decades and remains so!",positive
No Name,5.0,thanks to the wachowskis' creative vision. the matrix is one of the greatest films that show us how far technology has come and what we can achieve.,positive
No Name,5.0,20 plus years later and it's still good.,positive
No Name,5.0,great special effects. great action scenes. great characters.,positive
No Name,4.5,"filme muito foda, o roteiro é foda, o elenco é muito bom, as cenas de ação são excelentes, o começo do filme é excelente, com a trinity dando o chute na cara do policial com a camera em diversos angulos, o filme tem muitas cenas boas como a cena do inicio, a cena da pilula vermelha ou azul que neo tem que escolher um das duas pilulas, gostei da cena da luta entre o neo vs morfeo em luta de de kung-fu, achei muito bom a cena do tiroteio contras alguns policiais e militares, e depois disso, veio a cena classica do filme, o neo desviando das balas, de um dos agentes dos smith, ficou muito boa cena do helicoptero, achei legal também a luta entre o agente smith vs o neo, tem outra cena foda quando neo para as balas com a mão, provando ser o escolhido, esse filme eu recomendo muito, vale muito a pena assistir cada minuto,  cada segundo, um dos melhores filmes da década.",positive
No Name,5.0,masterpiece. what a treat of a film.,neutral
No Name,5.0,what a rollercoaster of a spectacle. a eye opener to what could be the future or the now.,neutral
No Name,5.0,"masterpiece involving philosophy, outstanding special effects - it's a groundbreaking film that sets the standards for science fictions",positive
No Name,4.0,"this movie is thrilling and confusing, some scenes have you thinking what just happened while others really make you fall deep in thought.",positive
No Name,4.0,"when i first saw this, i did not know what the big deal was. on second viewing, trying to see it through someone's eyes who might've seen in it 1999, you have to appreciate it for its ingenuity, original style, etc. check it out if you have not and watch it in that way and be appreciative!",positive
No Name,3.5,"i gave the movie four stars for of the flashy special effects. otherwise it was a passable science fiction movie. the entire premise of the film reads like a modern, hollywood science fiction update of ancient buddhist or hindu philosophy. of course we all live in a matrix--we live in two of them: a complex of lies created by people in power to keep us from realizing our full potential, as well as a fiction created for us as souls on a physical planet. anyone who's read the book, ""autobiography of a yogi"" will fathom that much. the world of the red pill certainly doesn't look appealing; i can't imagine most people taking it. the blue pill will always be the selection of the majority because the concept of ""freedom"" has always been grossly exaggerated. no human being is ever utterly free--regardless of the circumstances. after reading the synopsis of the garbled screenplay of the second film, i certainly wouldn't spend the money to rent it.",positive
No Name,5.0,my personal favourite movie of all time immaculate modern day art nothing will ever top this,positive
No Name,5.0,the best thing ever.,positive
No Name,5.0,"this movie changed my life in 1999 when i watched it in theatres when it opened. i will never forget how my childhood self felt walking out of that theatre, nothing ever looked the same again.",neutral
No Name,4.5,"i absolutely love this movie, top 10 of all time for me. the groundbreaking visuals, the characters and world building all tied together with the subtle but noticible music playing underneath. the plot is great and interesting from everything form the ai and matrix down to the training simulations. this movie is, quite simply put, a masterpiece of film. the fight scenes are all really cool and extremely well choreographed and all the props and sets look amazing, from the ship to the subway. it has a genuinely awesome villain whom gets good development over the course of the film and all the actors has really good chemistry together. combined, all of this results in a absolutely epic movie.",positive
No Name,5.0,original and amazing. the origin or red pill. loved it.,positive
No Name,5.0,"a groundbreaking movie at the time. the effects used are fairly common today but at the time the movie was made, these effects were largely unheard of.  keanu's stoic acting style was a perfect fit for this role. the philosophical questions the movie raises are amazing and so relevant as we continue to move toward more vr / er in daily life.",positive
No Name,5.0,a very good movie. it was definitely the best of them all. um filme muito bom. com certeza foi o melhor de todos.,positive
No Name,5.0,these are films that open our minds to a new way of seeing the world.,positive
No Name,5.0,"this film causes someone to really think about life, and if we dare, to question what we have perceived. a thought provoking film!",positive
No Name,4.5,the matrix has a very interesting story and characters with great cgi for the time and epic action scenes.my favorite part of the movie was agent smith who is undoubtedly one of my favorite movie villain of all time.,positive
No Name,5.0,the definitive genre bending sci-fi action movie with a compelling story and set of characters.  absolutely my favorite 'chosen one' story and definitely one of my favorite movies of all time.,positive
No Name,5.0,"the matrix is a legendary film that everyone must see at least once in their lifetime. the only issue that i have is that it is not original as everyone claims. it's nearly a direct copy and paste of the book ""neuromancer"" to the point that it's borderline ripoff. even so, you must see this movie.",positive
No Name,4.0,"the matrix is the 1999 classic directed by the wachowski siblings. it tells the story of neo played by keanu reeves who is asked by a mysterious man called morpheus played by lawrence fishburne to go on an adventure that reveals that neo's reality is not reality but a cyber world created by ai robots who enslaved humanity. this classic film introduced many concepts that have become part of pop culture such as taking the red pill and it has many philosophical influences from alice in wonderland all the way to the bible. its a science fiction thriller filled with high stunt action sequences including the iconic slowmo. the acting is not always as great though the philosophical morpheus played by fisher is a compelling character and hugo weaving as the antagonists agent smith is a fierce villain. matrix is a cultural phenomenon and although the effects are starting to age, the film still holds up many years later.",positive
No Name,4.5,"so much fun, thrilling movie with a brilliantly executed concept.",positive
No Name,4.5,"the action is visceral, well choreographed, and badass. the story is tight and never misses a beat. a great villain. a great concept.",positive
No Name,5.0,this was a great movie. 👍,positive
No Name,5.0,honestly i've never tripped so much about a film. til this day i've never completely understood the matrix.,negative
No Name,5.0,"the matrix is absolute game changer for the genre and action film-making in general whose influence resonates throughout the industry to this day. one of the best movies in a historic year for movies, the matrix ties a culmination of influences in concept and stylization and delivers a powerful vision that rattles all senses.",positive
No Name,5.0,"to be honest, this movie helped to shape perspectives into the new world of technology! the first matrix movie is great for talking about perspectives on reality and what it means for something to be ""real."" plus don't forget how this movie sparked the love of bullet time? oh, and don't forget the look of the characters.  it was a great movie.",positive
No Name,5.0,"this is a sci-fi movie that gives you fun. it's so whacky, amusing, and exciting. granted, you have to pay really close attention for the plot but, it is really good.",positive
No Name,5.0,"it doesn't get better in sci-fi. this is sci-fi that olds together on every level. it also like all good sci-fi explores what it is to be human. in this case, focusing on the consciousness and the meaning and essence of reality. this is one everybody must see.",positive
No Name,4.5,"""i'm trying to free your mind, neo. but i can only show you the door. you're the one that has to walk through it.""  i've never been great at philosophy, but my head is exploding at the many different philosophical questions the film explores while still keeping even footing on all of them and keeping them from a messy disaster, largely because as the quote above states outright, it's like an intro course, a 101. the movie only shows the start, but you have the choice to dig further.  and the movie completely gives as much as you're willing to put into it. there's ideas of body and gender dysphoria, made clearest at its inclinations of body horror and the control of what you are perceived as by others, made both physical and mental. what do you define as real, the realistic scientific hypothesis or something more spiritual than that? the matrix entails the systems of control and its chains, describing itself as a political government controlling force (rage against the machine in the credits makes this completely unsubtle), but it's also mental self-imposed limitations, with clear zen inspiration, as well as a social control of who you are. the physical limitations to break the boundaries (learning martial arts) is still not as important as the mental limitations, that ultimately removing the obstacles (revolution) is not necessarily physically violent but a mental choice of enlightenment.  and again, somehow this does not end up a mess. even its biggest thread, the one it hammers home the most, fate and free will, still stands tall throughout. neo does not have to be the one, it's up to himself whether he believes he is or not. that the motivation you have does not have to align with destiny as it's prescribed, and the path you choose to walk down is still completely up to you. the call is not binding.  it's crazy, also, how much this movie works with the theory of gender identity, if you're willing to read it that far. the body horror isn't just for show. when the truth of you being a slave to others' concept of identity is learnt, you can at once find your body a prison, chains putting you down, finding your body horrifying and terrifying, made physical through the lens of sci-fi as metal lumps on your skin, a perceivably permanent mark, and you have to come to terms with your physical self. ultimately, even physically going against that boundary is different from the mental dysphoria, that it alone is its own self-imposed limitation. you can learn everything about how your body works (the programs to learn fighting and anything you need to know), but it ultimately does not remove how you define yourself mentally and how you are capable of changing.   this movie fucking owns is what i'm trying to say.  you can choose not to engage with any of its readings and be totally fine. visually it is a stunning film strung well by its hong kong influences, with great wirework. i think the best fight scene that shows how well put together the choreo as well as edited is smith vs. neo, how it understands fundamentals like showing a punch twice for effect, while grounding the fights in its airy spirituality. wachowskis really love catching the eye with pan shots, both vertical and horizontal. thinking of the one take of them behind the walls as they vertically climb, claustrophobic but still visually interesting. this whole film does a great job of making the frame claustrophobic. good example is in the office where neo sees the agents and crouches, keeping the whole cubicle in frame.  it can't be said how much visually this inspired so many things later that i came into contact with before this movie. a list would be longer than my lifespan, especially its influence on how guns are used in fiction period, but i think the craziest one i noticed this run around was how half-life 2 uses a sequence near the end of the film of neo running away from the agents up a staircase through an apartment, almost completely visually re-created in hl2 when running from the combine in nearly the same scenario. inspiration begets inspiration, considering how greatly well read the film already is, taking stuff from baudrillard and alice in wonderland in equal measure.  i firmly approve of don davis' work on the score. the horns here are great, and the matrix theme now with its blaring at the start fading into the code is recognizable everywhere. also when the violins get furious.... it bangs. soundtrack, on the other hand, good-ish? i'm completely down for the credits rage against the machine song, having bars like ""departments of police, the judges, the feds / networks at work, keepin' people calm / you know they went after king / when he spoke out on vietnam""... but it also goes right into a meh marilyn manson song... also marilyn manson.  it's not nearly always like that, it has some good big beat and trip hop music throughout, like the seamless transition in the rave from massive attack to the prodigy, and the rob dougan song with the red dress scene is good.  the characters themselves are pretty good although this movie does take the approach of more motivations as symbols than fully fleshed out characters, such as cypher being the blatant rejection of truth (ignorance is bliss), and while trinity does have her own agency to a point something feels off about the romance, and whether or not it earns the possible true love's kiss it spins.  i'm not sure why people dislike keanu's performance so much here. to me the common man not becoming super emotional on the outside as much as through his motivations in his actions works well for what eventually becomes a spiritual figure throughout the trilogy, or so i've been told. carrie-anne moss, laurence fishburne, and hugo weaving outperform everybody else though. i will die before forgetting weaving's ""smith"".  there's so many layers to the film, even if small, to unravel here, but overall easily worth my time to come back. gender dysphoria, government control, zen/buddhist/taoist influences, alice, communism... the movie was made for me. and it fucks.",positive
No Name,3.0,"well, the plot itself is not really that great. what make this become a well-known movie is because of the astonishing cg at the time when this movie came out. so i do not think i can judge this movie in an objective way.",positive
No Name,4.5,an amazing film the concept is great and lots of effects still hold up to this day,positive
No Name,5.0,"amazing   great dystopian future, amazing music, break-throw visual effects. cool ending",positive
No Name,5.0,"all style and substance for one of cinema's groundbreaking sci-fi classics!  directors lilly wachowski and lana wachowski changed science-fiction and action thrillers forever with their iconic neo-noir sci-fi thriller the matrix (1999). the wachowski sisters' script is full of pastiche and homages to dark city, tron, and blade runner among westerns and martial arts films. their directing style is frenetic action shootouts with bullets blazing and fantastic visual effects to the moody atmosphere of neo-noir aesthetics. the matrix has it all with slow motion bullet time combat, bullet dodges, fearsome machine sentinels, and ruthless computer program vanguard agents. the wachowski's high concept sci-fi ideas can get confusing, though everything is explained from our reality being a computer simulation called the matrix to the real world falling into darkness after a machine uprising. it's chilling and fascinating in every scene as you attempt to figure out all of these mind numbing concepts.  i appreciate and understand the wachowski sisters' complex sci-fi story more now that i'm older as neo's choices were an allegory for their own transgender transformations, while also speaking to humanity's endless desire for technological progress into artificial intelligence. having machines with advanced ai wipe out humanity, only to harvest us for energy after we destroy the sun is a mind boggling plot, but a compelling dramatic narrative. i adore the romance drama between neo and trinity as well among the other themes like going against fate by choosing your own path to walk. the wachowski sisters never quite wrote any film as succinct and absorbing as the matrix, honestly. the matrix really is a one of a kind miracle of filmmaking.  canadian actor keanu reeves is iconic as neo in the matrix with his stoic confusion and endearing normality. keanu can be the everyman as well as a tender romantic hero once he is focused and confident as the one. american acting legend laurence fishburne is enthralling as morpheus with his endless wisdom and shocking reveals. canadian actress carrie-anne moss is sultry and sincere as trinity with her fearless fight sequences and sweet romantic moments with neo. australian acting hero hugo weaving is terrifying, hilarious, and intriguing as the rogue agent smith with his pure hatred of dissidents and loathing of humanity. his enunciation makes his every line memorable and seething with an inner rage. american character actor joe pantoliano is fantastic as the dejected and selfish cypher.  gloria foster's oracle is charming and insightful with a unique appeal. marcus chong is fun as the nervous and excitable tank. paul goddard and robert taylor nail the cold robotic movements and tone of agents brown and jones, respectively. you can feel the difference in how hugo weaving's agent smith is supposed to be unraveling into a mechanical vendetta and raving ai personality. julian arahanga's apoc is cool, but it is belinda mcclory's switch who utters the chilling famous last words, ""not like this."" anthony ray parker's boisterous dozer and matt doran's zealous mouse are interesting. marc aden gray's choi sounds just like john malkovich. every matrix actor and actress fulfilled their character acting role to perfection.  editor zach staenberg cuts so sharply and quickly from wide shots to close-ups that you'll never get bored for the matrix' 136 minutes. cinematographer bill pope brings the matrix to life with gorgeous and creative shots that utilize john gaeta's innovative visual effects to their full potential. from the startling agent smith morphing from other people into hugo weaving to the breathtaking close-up of neo and trinity kissing with literal sparks flying in the background. the matrix has a neo-noir style and bill pope really outdid himself with these fierce and unforgettable shots. owen paterson's production design looks gritty from ruined buildings to the chilling robotic world and mechanisms everywhere. all the practical effects are so gross and scary.  composer don davis has this inspiring melody for his score to the matrix that i love. the ending with rage against the machine is exhilarating to the main theme of the matrix being eerie and exciting. all the rave rob zombie music to the symphonic unsettling orchestration is all brilliant. the sound department went crazy with the emphasized hits and ambiance to the machines churning and revving to life.   costume designers kym barrett and lyn askew must have found all the black leather and latex in the 1990's as everyone looks slick and unique in the matrix. from agent smith's tailored suits to neo's trench coat or trinity's sexy black leotard. deborah taylor's creative make-up makes keanu reeves even more handsome, laurence fishburne even cooler, and carrie-anne moss ethereal as trinity. i just love her so much.  in conclusion, the matrix is worth seeing again and again as it is smart and thrilling sci-fi.",positive
No Name,3.5,the matrix is an okay movie. the best part of the movie is the cast but in general it feels outdated to this day.,positive
No Name,3.0,"with as big as of a movie fan i am, this is actually the first time i’ve seen the matrix, and after finally seeing it i feel underwhelmed. despite the revolutionary special effects, high octane action sequences, a promising story and a great ensemble cast, the film falters in its overall execution. the story is beyond overly confusing with large amounts of exposition to catch up the viewers on what’s happening. the film asks intelligent existential questions and develops an intriguing universe to accompany it, but the interest level begins to fall when it is over-beard with confusing explanations as to what’s going on with characters i don’t find too particularly engaging. although the film is a historic standpoint in special effects and storytelling, in my opinion the film feels dull and exhaustingly boring.",positive
No Name,5.0,"this is my third revisit to this iconic movie which has significant value in terms of its philosophy at the background, its sci-fi components with the action it blends all these with. one can understand it more if one tries to connect it to the simulation theory, or baudrillard's simulacra and simulation book (which is also shown in this first movie at one of the beginning scenes). there is much to learn and much to think about, and it really gives you the thrill you search for.",positive
No Name,4.0,a story with effects sooo good for the time its now considered a classic.,positive
No Name,5.0,"best, matrix, movie, ever!",positive
No Name,5.0,"one of my all time favorite movies.  great story, groundbreaking special effects.  one of those movies you can watch multiple times and catch new info every time.",positive
No Name,5.0,"this movie literally defined the new age of cinema. with an original storyline that is well written and up to point and special effects that were truly mind-blowing at the time, the matrix is definitely well worth the watch.",positive
No Name,5.0,"original. exciting. unique. this movie is something special, visual effects hold up quite well, awesome and iconic sequences/characters packed with fun action and interesting concepts.",positive
No Name,1.0,paul rudd was not in this movie.,neutral
No Name,4.5,"do dzisiaj robi wrażenie w scenach akcji oraz walki, choć cgi trochę się postarzało. podejmowane tematy filozoficzne do dzisiaj są aktualne i nadar ryją banię",neutral
No Name,4.5,"an undisputed masterpiece that shows us the future of humans and technology. really keanu reeves, carrie anne-moss and laurence fishburne make a great team for the film, and of course hugo weaving makes a remarkable performance. the visual effects are far superior and the editing is totally amazing. an example of what a science fiction movie is. without a doubt it's the masterpiece of the wachowski sisters.",positive
No Name,3.5,"matrix, asya dövüş sanatlarından ilham alan nefes kesici ""kurşun zamanı"" aksiyon sahnelerine öncülük eden, son derece heyecan verici ve kafa karıştırıcı bir fütürist drama olarak hala ayakta duruyor. (bu kısmı başka birinden kopyaladım çünkü bu filme 0'dan bir inceleme yazmak o kadar istemiyordum) yukarıda yazılan şeyler doğru olsa da ben bu filmi çok sevemiyorum. çok unutulur bir film en son 2-3 yıl önce izlemiştim ve hiç hatırlamıyordum geçen gün izleyince bile hatırladığım yerler olmadı. bence zamanında çok iyi bir yapımdı ama şuan abartılıyor. o askerlerin de beyni yok bence 1 mermi bile değdiremiyorlar o keanu ve onun eskortu trinitiye. saygılar. (birkaç şey daha diyecektim ama aklımdan sadece puf oldular :))",positive
No Name,3.5,"it's anti-authoritarian spirit intertwined with a fresh revamp of the hero's journey in a cyber-centric dystopia is still overwhelmingly entertaining even after 2 decades since release day. a lot of slick silliness? sure, however the intellectualism and new take on a classical character arc make the wachowskis' 'matrix' a high point in cinematic history.",positive
No Name,5.0,"this movie literally made me question life, and that's not done easily. this movie is a masterpiece, and it simply cannot be said any other way. keanu's expressions and carrie-anne's charm create an unlikely, but astonishing, duo. the two traverse thoughts that most people wouldn't dare think about, and display it on a wide screen. this movie is one of the greatest and will continue to be, all throughout history.",positive
No Name,4.0,a very interesting movie with great effects,positive
No Name,5.0,... you can't really do much better than this one.,positive
No Name,5.0,godlike!!!!!!!!!!!!!,neutral
No Name,4.5,"the matrix was a crazy, thrilling concept for a movie that was executed very well. the action sequences are awesome, and the story is intriguing the whole way through. 9.1/10",positive
No Name,5.0,"""the matrix is a masterpiece"" is definitely one of the most redundant phrases in movies history. the action sequences are dazzling, the soundtrack is enervating and the main trio is majestic. neo looks like a character who was written for keanu reeves, and i can say the same for lawrence fishburne as morpheus and carrie-anne moss as trinity. hugo weaving as agent smith is another show, and his voice work is possibly the best thing of the film alongside the action sequences and their revolutionary visual and special effects. joe pantoliano is also funny and i loved the twist about who is the oracle. i thought she would look like tilda swinton's character in doctor strange or something more spiritual, but no, she looks like a grandma and lives in an apartment like my grandma's! what a universe. this film successfully convinces the spectator to take the red pill.",positive
No Name,5.0,"don't know if it holds up today, but it was a pretty foundational modern action film for me with a philosophical bent.",positive
No Name,4.0,"very unique, bizarre but awesome movie",positive
No Name,5.0,best. you can choose the red one or the blue one? welcome to matrix.,positive
No Name,4.0,"there really isn't much to criticize here as the special effects and creativity outweighed any shortcoming, but i will say that i had a much different experience rewatching this with my wife than i did watching it for the first time in high school. i remember not fully engaging with the plot the first time, but going into a rewatch already aware of the premise i found the exposition in this one to be unengaging and excessive in a purely subjective way. my wife liked this one better than either of the sequels because she loved the story they were telling and isn't a big action sequence fan. i mostly felt that every fight scene in this one was pulled straight from dragonball z. this is clearly the most thought-out movie in the original trilogy, and there's no denying its greatness, but i found myself actually enjoying the other two movies more than this one as i felt the action scenes were more suspenseful and i liked the broadened scope!",positive
No Name,5.0,so much is based on this. not seeing it is not understanding half of cinema today,positive
No Name,5.0,masterpiece! 100% worth watching.,positive
No Name,2.5,"the matrix has an interesting plot, but overall, it is not the best movie. the dialogue is confusing. the romance is not romantic enough. i guess the special effects were slightly cool during that time. i do like the fashion, but wearing sunglasses all the time does not seem practical, especially if you're inside a building. honestly, this is giving me philosophy on crack with a spice of action.",positive
No Name,3.0,we all got into this film when it was at the cinema due to debuting first-seen special effects; or to a lesser extent if you were an australian as it was one of the few big hollywood films made in sydney where we all can still to this day recognise major landmarks we walk past daily.  the concept and story line is decent although the movie hasn't aged well and is pretty hard to watch now 20 years later.,negative
No Name,1.5,a waste of my time.  perhaps i expected too much,negative
No Name,4.5,"truly mammoth film that set a standard of beauty for films of its genre. entertain, innovative and exciting, this film manages to give everything without actually having a real ending but with a truly beautiful and original plot.",positive
No Name,3.5,a thought-provoking science fiction film about the nature of reality and identity.,positive
No Name,5.0,"groundbreaking, innovative and intriguing, the matrix is the perfect blend of high-octane action and thought-provoking story that combine to make it a cinematic masterpiece.",positive
No Name,5.0,"never foresee the power of originality. the wachowskis created an almost perfect film in 1999. cinematographer bill pope takes advantage of 1999 technical magic to create eerie visuals of the real world. action sequences are particularly dynamic, fluid, and fun. keanu reeves and carrie-anne moss are brilliant in their iconic roles. i loved the focus on the danger of artificial intelligence and the price you have to pay to save another human. it is thought-provoking to plug into the wachowski's matrix. hang on tight for a real mind-blower!",positive
No Name,4.0,"an eerily applicable concept which has resonated with a lot of what is currently present in our society. the first quarter of the movie is a bit boring and tiresome, however the messages hidden within what the movie represents makes it almost a cautionary tale for how we currently live which shows how ahead of it's time it really was. the action sequences are badass for lack of a better term with the slow motion bullet time scenes which are now infamous with this movie living up to and arguably exceeding the hype. overall great action, unique storyline and impressive special effects for the time it was released. definitely recommend!",positive
No Name,4.5,"admittedly a little slow to start, but i don't care. this film was revolutionary.",negative
No Name,5.0,"es una buena continuación de la saga, le faltó un poco en la fotografía.",neutral
No Name,4.5,epic! masterpiece! this is art,positive
No Name,3.5,"i think i watched this years ago. it's alright. not great, but a pretty good movie.",positive
No Name,5.0,matrix rules and this is best from them all,positive
No Name,5.0,"so very original in the story, and especially the filmmaking.  a groundbreaking, revolutionary, sci-fi film.  messes with your mind in a fun story.",positive
No Name,4.0,"the matrix(1999), is 1 of the most mind-blowing films known to man-kind.  it is a film made in the late 90s and it still holds its value today, making it a timeless film.   the film incorporates genius sci-fi and cgi scenes that look unreal for its time. the matrix(1999) is 1 of those unexplainable films that had to have opened many gates and opportunities for future films as well. the character cast is great, everyone loves keanu reeves and he plays a badass protagonist named neo. a lot takes place in the film and it questions what is real? what is considered reality? how do we know that we're not living a simulation? of course, it is all just a movie idea but whoever thought of this had to be genius!",positive
No Name,4.0,"a must see movie! good special effects that have mostly not aged at all, combined with deep and interesting philosophical discussions. excelent!",positive
No Name,5.0,the ultimate masterpiece,neutral
No Name,5.0,the premisse is so intriguing. it really makes you question a lot of things. the camera work is excellent and the acting as well. great movie! total must see.,positive
No Name,5.0,"w przystępny sposób skłania do myślenia nad rzeczywistością, świadomością, a czasem i pchnie w stronę obłędu. świetnie efekty specjalnie uzupełniają scenografię",neutral
No Name,5.0,"a film that changed a whole generation of cinema, being a milestone for all subsequent film productions",positive
No Name,4.5,"the matrix is an excellent film, not only for its breathtaking action and cinematography, but for its ingenuity, creativity, and its integration of various philosophical concepts. though not without its flaws, the matrix was brave for its time; it's rare for a film to maintain broad appeal while including balancing entertaining science fiction and elements of spirituality and philosophy. the matrix is a cult classic and changed the game for sci-fi and action films for years to come.",positive
No Name,5.0,masterpiece and timeless,neutral
No Name,5.0,wow the matrix is absolutely unbelievable the best sci-fi action film with really outstanding vfx and sound effects and really terrific cast and writing and phenomenal directors.,positive
No Name,5.0,revolutionary. perhaps the greatest scifi film of all time.,positive
No Name,5.0,"one of the most groundbreaking and influential films of the modern moviemaking age. endlessly quotable lines, endlessly spoofable action scenes, endlessly entertaining film. always fun and often thought-provoking to plug into the wachowski's matrix.",positive
No Name,5.0,great movie with super cool effects,positive
No Name,5.0,"out of all the matrix movies this one's holds a special place in my heart. incredible cinematography, cgi on point, and storyline is one of the best!",positive
No Name,5.0,this movie was truly a game changer and still holds up relatively well.,negative
No Name,3.5,respect it for its groundbreaking special effects and story but to me it's still not that clear on what is going on.,positive
No Name,5.0,my favourite movie of all time. mind blowing when it first came out and still just as amazing today.,positive
No Name,5.0,"classic, best movie ever,",positive
No Name,4.0,this movie is crazy. i think about it a lot. would recommend,negative
No Name,3.0,"unfortunately the matrix definitely lost its essence in this movie. resurrections is easily mistaken for a marvel superhero movie. 2 hours and 28 minutes of unnecessary scenes and boring jokes, which even for me, a big fan of the franchise, got tired of watching the movie halfway through.  yes, it has good points like good special effects, good music and good acting, but that stand out only for the budget of the movie, after all this was the minimum to be given to the fan. definitely a 5 out of 10",positive
No Name,5.0,it was perfect and never needed any sequel even though the demand for it was through the roof.  if you love this movie don't see matrix: resurrections it's a travesty on the entire franchise.,positive
No Name,3.5,good and decent movie. not as great as the people hypes it up to be. good philosofies and ideas with decent action. best in the movie is morpheus played by lawrence fishbourne and the oracle (now missing her name at the tip of my tongue/brain) they steal the show. watch it so you understand the trilogy.,positive
No Name,5.0,blows every genre right out of the water. enough said!,positive
No Name,5.0,"easily one of the best science fiction movies. wonderful story line, incredible action scenes great casting and amazing visual effects.",positive
No Name,5.0,likely the best film in american history. belongs in everyone's archive and worthy of study in all disciplines.,positive
No Name,5.0,"with a fantastic concept and brilliant execution, it really is great. plus the action and the ground-breaking visual effects make it one of the best of it's time.",positive
No Name,4.5,"best film in the franchise, it certainly revolutionized the graphics industry and the way of doing choreographies",positive
No Name,5.0,the only matrix film worth watching.,positive
No Name,4.5,"everything about this movie, from the storytelling to the cinematography is absolutely impeccable from start to finish. the matrix is a classic movie for a good reason.",positive
No Name,0.5,so.......trinity is the one and not neo!!,neutral
No Name,3.0,"review of resurrections.  as a fan and not a fanatic, resurrections relies too much on an assumption that the audience cares about the affection of neo and trinity for one another. fanatics probably do; fans don't.  there is little sense of triumph in the story's climax: neo's successful rescue of and reunion with trinity, especially at cost of their friends' great pain and suffering.  and for what? neil patrick harris' character the analyst is correct, most people int the fantasy world of the matrix prefer the fantasy.  his character, by the way, is the most fun and the most interesting.  sad but true, imho, the script and execution are too derivative of the earlier editions of the matrix, and fail you bring enough that builds upon them, for keanu reeves, carrie-anne moss, or anyone else to rescue the final third of the movie from proving the project a disappointment.  attempts to bring sympathetic or humorous robot mascots to the narrative are just embarrassing, not innovative.  the high five had me cringing. the special effects are cutting-edge, but exactly what we saw in earlier editions, and therefore were predictable more than breathtaking.  the fight scenes were duplicative, too long, and largely pointless.  it seemed the producers and director intended simply to remind the audience of what they enjoyed when the matrix was new and fresh. nostalgia cannot carry a movie that is two and a half hours in length. eventually, the viewer realizes that the excitement one has anticipating and awaiting never arrives. neo's abilities within the matrix are really rather trite, at times unintentionally laughable, compared to the ballet he pulled off in the earlier films.  fanatics will love this film and see it more than once. that'll help the movie make money. fans of the original matrix edition will be reminded of how unique it was and still remains, and will be rather bored with the apparent lack of similar inspiration that seems to have this attempted remake.",positive
No Name,1.0,if you are a true fan of the original you will hate this.,negative
No Name,5.0,the modern myth in its continuation.,positive
No Name,5.0,one of the best movies of all time.,positive
No Name,5.0,absolutely awesome!! one of the best action movies of all-time!,positive
No Name,3.0,"i get that it was a ""revolutionary"" movie, but take away the effects and you're left with a simple story. it's fun tho, not the best. after having watched it again, then reloaded, i think it should have been a stand alone film.",positive
No Name,4.5,"one of the first successful forays into the cyberpunk genre on screen, the matrix took the world by storm two decades past. it's filled with timely metaphors and thought-provoking quandaries that lead me to ask: are you red-pilled?",positive
No Name,5.0,"this is a classic, it's a must see, please, go watch it if you still didn't. a mark of an era!",positive
No Name,5.0,credited by the wachowskis imaginative screenplay. the matrix is not only an entertaining action blockbuster that revolutionized special effects and action filmmaking it is also filled with ideas that will leave the audience discussing for decades.,positive
No Name,4.0,great movie with an interesting premise.,positive
No Name,5.0,it had a very precise message about how life can be interpreted.,positive
No Name,4.5,a classic. truly ahead of its time.,positive
No Name,4.0,"it's old, but really good.",positive
No Name,4.5,it's so good. it is in my top 5 movies of all time. i've watched it so much and i still love it.,positive
rudygom,4.0,it was good. great special effects!,positive
No Name,4.5,the revolution has begun and filmmaking will never be the same again. the action and visuals are intense and even the long bouts of exposition are never a bore. a truly great film and unique experience for film lovers to enjoy even decades after its inception. 9/10,positive
Nathanael,5.0,"of course the matrix is absolutely amazing, but the 4dx thing was pretty cool too!",positive
No Name,5.0,"matrix is one of the most influential sci action movies of all time. the bullet dodging effects, slow mo scenes and gun fights are still utilized in today's action movies but this film introduced them to mainstream cinema. it was also a film which was inspired by many other films like terminator and japanese anime but created a mind bending concept that is very gripping and can stand alone on its own merits. this film also has strong a villain in agent smith. the character of neo is also quite interesting. this film launched keanu reeves into stardom. the character of morpheus played by lawrence fishburne is great. the only negative is that the movie does has some horrifying images but again this movie requires them to tell the story. so if you are a film fan you should definitely check out this film.",positive
No Name,5.0,just saw this movie on the big screen for the first time.  i've seen it before many years ago but this movie is made for the biggest screen possible.  a movie that introduced so many elements of current movie production and a great story.  can't wait for the new followup!,positive
No Name,5.0,hands down one of if not the best sci-fi movies ever made i can totally see why they’re making a fourth.,positive
