Name,Rating,Review,Sentiment
No Name,5.0,slightly weaker than fellowship of the ring but still a 10/10 film,negative
No Name,5.0,great film. preserving tolkien's philosophy overall.,positive
No Name,5.0,just as good as the first one.,positive
No Name,5.0,"an excellent adaptation, it is no coincidence that the 3 films received 17 oscars.",positive
No Name,5.0,an exquisite film but the name diddnt age well lol 🏰🏰🛩️,positive
No Name,5.0,possibly the greatest portrayal of siege warfare.,positive
No Name,4.0,"way better than the fellowship, interesting development of the story and great battle scenes, very very well-done! i need the extended edition asap!",positive
No Name,5.0,watch the extended version.,neutral
No Name,5.0,"a really good movie. the movie was really epic, adventurous and emotional. i'm really looking forward for the last movie.",positive
No Name,5.0,"unrivaled fantasy epic, second installment of the trilogy",positive
No Name,4.0,"the relationship and parallels between frodo, sméagol, and sam make the experience of this film heartbreaking for each character as they struggle with the realities of being together while being stewards of the ring. the performances from ian mckellen and all the cast are so believable and tender that i really believe they all care for each other deeply.",positive
No Name,5.0,not as good as the first one its still a great movie,positive
No Name,5.0,an epic cinematic masterpiece that continues the saga and improves upon everything that already the first so good.,positive
No Name,5.0,incredible experience watching this for the first time. perfect.,positive
No Name,5.0,"my personal favourite from this trilogy, simply put ""perfection""!",neutral
No Name,5.0,a pillar of it's time.,neutral
No Name,4.5,"the two towers is a great movie. is it as good as the other two films in the trilogy? i personally don't think so. i found myself less invested in some of the story elements, particularly when they involved the human characters (which occupied much of the runtime). though not as strong as fellowship or rotk, this movie is full of spectacular moments.   the battle of helm's deep might be the best battle in cinematic history. from the driving force to the action to the gravitas, everything about that sequence is jaw-dropping. though incredibly dark and serious, the humor is spot-on and adds a needed layer of character development.   on top of the action, what this movie does well is develop relationships between characters. frodo and sam, legolas and gimli, frodo and sméagol, aragorn and éowyn, and beyond. the relationships in this film are superb and help push the story forward.   when i want to watch incredible action and the lord of the rings: the two towers is a great movie in an amazing trilogy.   best character: gimli best moment: the battle of helm's deep (the entire thing) best quote: ""toss me."" - gimli",positive
No Name,5.0,"the lord of the rings: the two towers, is an amazing movie that perfectly combines epic battles and emotional moments. the battle of helm's deep is intense and exciting, and the characters, especially frodo, sam, and gollum, have a lot of depth that really makes you care about them. gollum, played by andy serkis, is especially impressive and feels like a real character despite being cgi. the visuals are beautiful, and the music by howard shore makes everything even more epic. with its themes of friendship and hope, this movie is a must-watch and definitely deserves five stars.",positive
No Name,5.0,"acho esse filme um pouco superior ao seus antecedente , pois acho menos arrastado e mais rapido , oque deixa o filme mais ameno , o filme parece que acaba rapido mas possui mais de 2 horas , sem palavras para descrever o quao bom esse filme é.",positive
No Name,4.0,"because of the chronology of the story, so much of the book two towers has to be moved to rotk. as such, there's a lot of filler that just seems like padding in the extended edition.   yet, my last watch of the theatrical felt like a rushed mess that didn't take any time to let moments be digested.  the technical marvels still on display all these years later hold up. the performances are strong (though the character development is muted).  helms deep remains one of the greatest battles; gollum still scintillates; bernard hill gives theoden a tragic majesty.  one version moving too quickly, another version too padded without significant dedication to character development; the two towers still remains an essential watch being part of the greatest examples of filmmaking one will ever see.",positive
No Name,5.0,"the perfect cast, respects the lore to give us an amazing story and awesome design. deserves all the praise it gets.",positive
No Name,5.0,"all three movies are awesome. this one is the weakest of the trilogy but still a 5/5 star rating, thats how good they are.",positive
Matt,5.0,the extended version adds a lot to the original film.,positive
No Name,1.5,"despite a rich universe and a few tense moments, the film suffers from a simplistic plot, underdeveloped characters, and uneven pacing, leaving me overall disappointed.",negative
No Name,5.0,"bombastische kampfszenen, unglaubliche spannung beim kampf zwischen gut + böse. die ausstattung + cinematography sind einzigartig. das erlebnis des films war besser als meine fantasie beim lesen des buchs. als wäre man selbst dabei gewesen. geniale filmmusik.",neutral
No Name,5.0,"""the lord of the rings: the two towers""**  *the two towers*, the second film in *the lord of the rings* trilogy, stands as my personal favorite, not only within the trilogy but also as a cinematic experience in its own right. the film, directed by peter jackson, takes the momentum built by *the fellowship of the ring* and propels it to new heights, blending intense action, deep character development, and stunning visual storytelling.  what makes *the two towers* remarkable is its seamless juggling of multiple storylines, each as engaging as the other. frodo and sam’s perilous journey toward mordor, guided by the treacherous yet pitiable gollum, presents a tense and psychological exploration of the corrupting power of the ring. andy serkis’ performance as gollum, enhanced by groundbreaking motion capture technology, is nothing short of revolutionary. gollum’s internal conflict, brilliantly captured in the ""two personalities"" scene, adds a complex layer to the narrative, deepening the themes of duality and inner struggle.  meanwhile, aragorn, legolas, and gimli’s pursuit of the uruk-hai who captured merry and pippin brings us into the heart of rohan, where the movie's epic scale truly begins to unfold. the introduction of rohan’s people, particularly king théoden (played by bernard hill), éowyn (miranda otto), and éomer (karl urban), enriches the political and emotional stakes of the war. theoden's journey from a king ensnared by despair to a leader reclaiming his courage is one of the most powerful arcs in the film.  of course, *the two towers* is perhaps most famous for the battle of helm’s deep, a masterclass in large-scale battle sequences. the sense of tension and desperation builds as the seemingly unstoppable forces of saruman’s uruk-hai assault the fortress, culminating in a heroic last stand that feels both intimate and epic. jackson’s ability to make every moment of the battle feel personal, whether it’s aragorn rallying the troops or legolas and gimli’s friendly competition, makes this sequence an emotional high point.  one of the film’s strengths is its ability to maintain a balance between spectacle and character. despite the large-scale action, it never loses sight of the personal struggles of each character. frodo’s growing weariness, sam’s unshakeable loyalty, and aragorn’s inner conflict about his destiny all serve as emotional anchors, making the stakes of the war deeply personal for the audience.   howard shore’s score once again shines, with new musical motifs that perfectly capture the majesty of rohan and the ominous presence of saruman’s forces. the music elevates the emotional resonance of key scenes, from the sorrowful laments in edoras to the triumphant arrival of gandalf and the riders of rohan at helm’s deep.  for me, *the two towers* excels because it takes the themes introduced in *the fellowship of the ring* and intensifies them, exploring the price of heroism, the weight of choices, and the bonds of friendship in a world descending into war. it’s a film that perfectly balances darkness and hope, showcasing not just the epic scope of tolkien’s world, but also the intimate human struggles within it.  ultimately, *the two towers* is a thrilling, emotionally rich experience that stands out as the most engaging and powerful entry in the trilogy. it’s a film i return to frequently, and each viewing only deepens my admiration for its intricate storytelling, unforgettable characters, and epic vision.",positive
No Name,5.0,the second entry into the lord of the rings is absolutely amazing. just like the first movie it has an amazing pace with incredible action sequences and character moments. it is also my personal favorite out of the three,positive
No Name,5.0,absolute masterpiece. an art that will last forever in history.,positive
No Name,5.0,the battle of helm’s deep is breathtaking,positive
No Name,5.0,masterpiece! greatest film ever!,positive
Victoria,5.0,but what about second breakfast,neutral
No Name,5.0,"visually spectular even by its own standards, the two towers develops upon its predecessors sucess.",positive
No Name,5.0,i am very grateful for an overall excellent portrayal of one of the greatest works of fiction of all time. thank you for being true to the values and characters of tolkien. so well done.,positive
No Name,5.0,peter jackson killed it. nothing bad to say about this film at all.,negative
No Name,5.0,sooooooooo goooooooood,neutral
No Name,5.0,not much needs to be said about this one. a masterclass in filmmaking. people throw around the word “masterpiece” an awful lot lately and i can’t help refer them to this trilogy to “refresh” their memories on what a masterpiece actually looks like.,negative
No Name,5.0,classics! absolute must watch!,positive
No Name,5.0,a brilliant second film in the trilogy. all the outstanding ratings are well deserved. incredibly executed.,positive
No Name,5.0,"i wish there was a button which would make me forget the whole lotr trilogy. so i can rewatch it again and again like it was a first time. in any case, i keep going back and back again.",positive
No Name,4.5,the darkest part of the trilogy. still a sweeping epic.,positive
No Name,5.0,my favourite movie trilogy of all time. it is astonishing that these movies still hold up after 20 years. you can clearly see the respect for the source material and the passion to make the best adaptation possible.,positive
No Name,5.0,truly perfect cinema.,positive
No Name,5.0,"unsung hero of the trilogy. yeah, a couple of things didn’t religiously follow tolkien - elves at helm’s deep, for example - but the way things were implemented was just beautiful.",positive
No Name,5.0,"peter jackson & crew have done an extremely good thing for humans by bringing this novel from tolkien to life, you don't even notice its a long movie because its just so well made",positive
kj,4.0,amazing experience and 4dx was worth it for the camaraderie and fresh experience even if it’s a tad bit overtuned.,positive
Paul,5.0,so dope! i hope they re-release it again,neutral
Isengard Hobbit Review,5.0,"the haptic feedback was awesome and at certain points it felt like i was on a roller coaster, the movie was fantastic, just wish the environmental effects were more pronounced (smells and water effects)",positive
No Name,5.0,a must see for fans of the jrr tolkien books. the two towers follows those plot lines faithfully,neutral
No Name,5.0,"as the story continues, you only get more hooked. an incredible sequel.",positive
No Name,5.0,another banger from one of the best trilogies in the world,positive
Raphael,5.0,"brought my fiancé to watch it the first time ever. although she was really skeptical about the trilogy, she was really impressed by how, despite the movies being more than 20 years old, the effects and cinematography are still amazing. she now understands why these movies received many oscars. now, she is also a fan of these movies.",positive
No Name,5.0,absolutamente magistral,neutral
Alec,5.0,"love the characters, how they flesh them out, world building, the story, and the scenery.",positive
Sadegh,1.5,movie was great but the seats in this theater are awful. never again i would return here,negative
No Name,5.0,9.1/10  that's it. that's my entire review.,neutral
No Name,5.0,"gripping, atmospheric, and thrilling.",positive
No Name,5.0,só sendo louco para não dar 5 estrelas,neutral
No Name,5.0,"still one of the best things to happen to cinema, so beautiful and it doesn’t ever feel lost even in the middle of the trilogy. amazing character moments too.",positive
No Name,5.0,back when movies focused more on the plot and the characters,positive
No Name,4.5,a fantastic continuation of the books and first film.,positive
No Name,5.0,my favorite of the trilogy. but they're all perfect.,positive
No Name,5.0,i have only one word for it and that is perfect.,positive
No Name,5.0,"absolutely the best of the trilogy, it narrowly beats ""the return of the king""",positive
No Name,5.0,flawlessly perfect.,positive
No Name,4.0,my fav of the three movies. i liked the books as a kid but found these adaptations to be a little long in movie form. of the three this one is my favorite from the main trilogy.,positive
Charley,5.0,"as always, amazing. ❤️",positive
Deanna C,5.0,fantastic movie!    seeing it on the big screen in 4k was special.,positive
No Name,5.0,"flawless, all of these are flawless. beautiful work of art with a powerful story and the coolest battle scenes ever.",positive
S. Sabas,5.0,to see this masterpiece again on the silver screen word cannot describe it now on the next film!,neutral
Thomas M,5.0,great movie reminds me to hold on in dark times.,positive
Cyndi,5.0,saw footage i have never seen before...love lotr...all of it!   seen 100 times before but not on the big screen...thanks!!!!❤👏👍,neutral
Paige,5.0,soooo good to see in theaters- felt totally different than watching at home!,positive
Sol,5.0,"this movie along with fellowship of the ring and return of the king are theatrical masterpieces that i never thought i’d be able to watch on the big screen and it’s just as beautiful and glorious as i thought, i loved every second of it.",positive
Arik T. B,5.0,re-released classic blockbusters always rock,positive
No Name,4.5,"the continuation of peter jackson's masterpiece, building it's already strong cast, adding new dimensions to middle earth.",positive
No Name,3.5,this movie is a bit better than the first one. gandalf returning caught me by surprise. one thing that i think could’ve been better was giving frodo and gandalf much more screen-time than a few minutes. the visual effects still impress and gollum cracks me up every scene he’s in. another solid lord of the rings entry.,positive
No Name,5.0,"helm's deep battle is one of the best battles, the direction is still going, samwise's speech became one of my favourite speeches of the whole movie",positive
No Name,4.0,this movie focuses too much on the relationship between arwen and aragorn but is still amazing.,positive
No Name,4.0,the weakest in the trilogy but still so much fun!! they don't waste a second! i love the new areas that fotr didn't mention or show! the climax of the movie was gold! i mean come on! alive trees taking down a dam to wash out the orcs were cool!,positive
No Name,5.0,"second greatest movie of all time, behind its sequel, adding more characters and continuing the story seems like it could still be hard, but the story continues to get better.",positive
No Name,5.0,the greatest sequel ever made. simply perfect. any criticisms i've heard is simply not legit it's just some people need stuff to say.,positive
No Name,5.0,"the best of the 3 film, incredible, beautifull, cool, interesting, everything is good except the umbar showed like ugly savage...",positive
No Name,5.0,one of the greatest movies ever made!,positive
No Name,5.0,"spoiler warning this movie is incredible and my personal favorite movie of all time (tied with the other two in the trilogy). there is so much to love in this movie so i summed it all up with this one scene.   remember the great stories, mr. frodo this scene fills me with motivation even in the darkest of times. after frodo is corrupted by the ring and is mentally forced to kill samwise on the dark outskirts of mordor, frodo has lost all hope and doubts whether he should keep going or not. however, samwise reminds him of the great stories, when heroes kept going even when times were tough and all looked lost. as samwise's speech echoes onto the renowned battle of helm's deep and the flooding of isengard, frodo starts to realize that, even if it is but a tiny sliver, there is hope.  what makes this scene so emotional is that this happens to almost everyone. there will be a point in your life when you feel like nothing is left, and this scene is a beautiful reminder of why there is always a future no matter the circumstances. you are capable of so much and any human can push through anything, it just takes true will to do so.  this scene concludes the movie in spectacular fashion as things look bright for the battle of helm's deep and our heroes go on to continue their journey. my eyes fill with tears every time i hear samwise the brave talking over howard shore's beautiful score. this scene also portrays true brotherhood and that you can lift anyone (including yourself) up just with some positive thinking.  in conclusion, this film is a breathtaking masterpiece that serves as an amazing build up to the grand finale. i feel like every individual scene had heart and soul put into it and has a valid reason for why it's there. this movie also has deeper themes of brotherhood, perseverance and addiction. i highly recommend viewing this incredible trilogy as it represents what makes us human and what we are capable of.",positive
No Name,5.0,"my favorite of all 3 installments of the trilogy. the two towers will take you into a roller coaster of emotions. it is exciting, funny and emotional. the battle scenes are out of this world. the epic entrances of heroes are the best i have ever seen in any movie ever. it has everything: from funny moments to screams of excitement and boo-hoo crying your eyes out.   the two towers mostly concentrates on rohan and saruman, while frodo and sam embark on their own journey. it is fascinating to see the film develop and how the stories (like the fellowship) are supporting one another, even unknowingly.  there is just a level of perfection to this movie that it is impossible to surpass. peter jackson set a standard that is just unfair to measure other directors.",positive
No Name,4.5,"while not surpassing the previous film, it does manage to surpass 99% of other movies. it continues with the high level of quality of the first film. all around a great film and sequel.",positive
No Name,5.0,"this is my favorite movie of all time and imo, a nearly perfect film",positive
No Name,4.0,"although it can't help but feel like the prelude it is, ""the two towers"" nevertheless offers fun action, great story arcs and cgi as fantastic as it's told to be.",positive
No Name,5.0,"entertaining from start to finish, with epic battle/fight scenes.",positive
No Name,4.0,"this movie, is even more exciting than the first. once again, peter jackson delivers an exciting interpretation of tolkien's world. this is a film that i would certainly recommend.",positive
No Name,4.0,"could you imagine acting in a lengthy fantasy movie where all your character did was hang out with a group of animated trees for the entire time? or would your role in the whole film be known most for literally kicking the bucket? anyway, <i>the two towers</i> is a fun movie for fans of the fantasy genre. almost halfway through watching the extended edition of the film, i started running the math to conclude the trilogy could have been a twelve or thirteen-episode season for some random streaming service if it was produced now instead of over twenty years ago. also, i completely forgot brad dourif is in this movie.",positive
No Name,5.0,"perfect, all three are my favourite films of all time",positive
goose,5.0,they made a second one?!,neutral
No Name,5.0,"no tom bombadil. no valar. none of that is a problem for me.  as fantastical as middle-earth is at times, it still seems like a real place facing very real problems. one of the biggest issues with mapping out your world and its deities so much is that it can make everything else seem inconsequential or impossible to understand without saying ""well… i guess the gods work in mysterious ways.""  if you need an example of this, just see the recent mcu: everything is on such a massive, scale-tipping level that it makes what happens with the street-level characters seem pretty unimportant.  that is one flaw of the ‘lord of the rings' books not shared by the movies. not knowing that melkor's defeat was the *real* threat to the planet while his fractionally-as-powerful minion sauron's was just a kid trying to recreate his parent's business and failing does wonders for the gravity of the consequences.  movies > books.",positive
No Name,5.0,my favorite movie in the series and a 10/10 film. i was very excited to see this for the first time and when i finally did it surpasses my expectations.,positive
No Name,0.5,it was no terror of tiny town thats for sure,positive
No Name,5.0,a great middle chapter. the two towers features the introduction of gollum and builds upon the world of the first film.,positive
No Name,5.0,the lord of the rings the two towers is one of my favorite films. the cgi on gollum is great and all the characters are great. the best part in the movie is the battle of helm's deep. its a masterpiece and i highly recommend this movie.,positive
No Name,5.0,"speechless after this film. after the fellowship brought us in hard, this movie delivers a powerful punch. this is the climax of the trilogy, and it flows so well. just brilliant. you will be wanting more and more.",positive
No Name,5.0,"una obra maestra. viendo esta película uno se da cuenta como se puede hacer buen cine de fantasía con cariño y respetando la obra original, aún con algunos cambios. imprescindible",positive
No Name,5.0,this movie was truly spectacular. it has awesome action and suspense. it is one of the best action and adventure films of all time.,positive
No Name,5.0,"just finished watching this masterpiece again, such an awesome bunch of films",positive
No Name,4.5,"what a great sequel that's all i can say that this is definitely a sequel. this is definitely a movie that you have to watch the first one to know what's going on in the second one and i think the book was like that too so throughout the movie, the first act started out with a clear mission from the first movie to get to modor, also, there's another plot line with aragorn and the rest of his friends that might play out in the third movie as well but the main thing that i really like about this movie is the third act usually third acts begin with a little slow burn and then build up to a final battle this third act in my opinion starts with the battle and finishes with the battle. and this movie is called the two towers which i can't really see the other tower but that's fine because i was fully entertained. this definitely works as a sequel. usually i like movies to  work as their own movie and a sequel but this definitely works as a sequel that you have to watch the first one to get this. the best character in this movie is a aragorn and gollum and gollum steals to sing for me because he's so twisted and crazy that is very entertaining overall battles are straight up entertaining, the characters were the same as the first one and overall i can't wait for the finale not better than the first one in my opinion but really damn good 9/10",positive
No Name,5.0,my favorite of the series.,positive
No Name,4.5,"this one it's a tiny bitty more hard to watch, but it's magnificent nevertheless. it's just that the frodo/sam/gollum part is more slow than the rohan part.",positive
No Name,5.0,this movie is is very very cool :),positive
No Name,5.0,"the two towers is incredible for all of the same reasons as the other films in peter jackson's trilogy. the siege of helm's deep is, for my money, still one of the great battle scenes in cinema.  still, upon rewatching the extended edition, some of the more intimate scenes really shined through. the ""looks like meat's back on the menu, boys!"" parley had me cracking up. also, aragorn's dream/vision of arwen before he is awoken by brego. as a dude in my late 30's, there is honestly nothing sexier than the love of your life gently encouraging you to go back to sleep!",positive
No Name,3.5,"without a doubt, the trilogy's best. given that this movie has the atmosphere of an action thriller, peter jackson's style of filmmaking truly stands out in this one.",positive
No Name,5.0,watched the extended cut in theaters and seeing that cinematography in the big screens was out of this world,neutral
No Name,5.0,one of the greatest pieces of cinematic art i have ever witnessed,positive
No Name,5.0,keeps going strong after the first.,positive
No Name,4.0,"excellent casting, and musical score.",positive
No Name,5.0,loved every second. have a blast every time i watch. they did not loose as much of the story from the books in this movie. the only thing that is off is the orcs and uruks are larger and scarier in the films but that is understandable.,positive
No Name,5.0,incredible! amazing! awesome!,positive
No Name,5.0,"fantastic film, could not recommend enough. the battle for helm's deep is my all-time favorite fantasy battle.",positive
No Name,2.0,não achei uma história bem contada.,neutral
No Name,5.0,"with new alliances, strengthening friendships, unpredictable encounters, and epic battles, the second lord of the rings installment effectively turns up the heat on the building adventure.",positive
No Name,5.0,"a launching, worthy sequel!",positive
No Name,5.0,"great action, great special effects, very good acting and the music is out of this world. the story brought a little tear to my eye more than once, and made me laugh several times.   in short amazing. i cant think of anything i dislike.  making the second film in a trilogy this engaging and breathtaking is an inspicering achievement.",positive
No Name,5.0,the entire lord of the rings trilogy is easily the best adapted franchise ever made. so entertaining and visually appealing.,positive
No Name,4.5,this trilogy is just so great. in every way.,positive
No Name,5.0,"even though this movie is only number two in the trilogy, it can still stand alone as its own movie. i defy anybody who thinks this is a bad movie/trilogy. don't take it from me, i'm not a critic, just google lord of the rings & see the endless list of awards it rightfully received. i never liked medieval/fantasy in the slightest until lord of the rings. if you haven't seen the trilogy, shame on you- you are cheating yourself",negative
No Name,5.0,i can really see why everyone loves this movie. because i certainly do enjoy it.,positive
No Name,5.0,a fantastic adaptation of the excellent book. film making that continues to hold up even 20 years after it came out with brilliant writing.,positive
No Name,5.0,"the sequel continues the epic journey with breathtaking action, unforgettable characters, and a thrilling narrative that leaves viewers on the edge of their seats.",positive
No Name,5.0,😛🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩🤩😘🤩🤩🤩🤩🤩🤩🤩,neutral
No Name,5.0,"what is there to say about lotr that hasn't been said before. despite being my least favorite of the trilogy, it sets up everything perfectly for the ending. a master piece.",positive
No Name,5.0,if you haven't watched all 3 at least once yet you are waisting your life why are you reading this go watch the movies do it now all three now right now watch the extend cut after you watch the three do it you won't spend the 9 or 12 hours in a better way your reading reviews on rotten tomatoes you're just gonna waste it watch the movies now,positive
No Name,5.0,greatest movie trilogy ever made.,positive
No Name,5.0,"le due torri è, insieme al film successivo, la coppia esplosiva che funge da cavallo di battaglia a questa saga",negative
No Name,5.0,one of the best films i have ever seen.,positive
No Name,5.0,continuação de um dos melhores filmes de todos os tempos baseádo em um dos livros mais bem escritos no mundo. jornada e personagens macantes.,neutral
No Name,5.0,the final battle really done it! was also really fun watching gollum. andy serkis is just a treasure that needs to be protected. filming at its peak..,positive
No Name,4.5,a masterpiece of film but just off a little from the novels. still a fantastic movie overall.,positive
No Name,5.0,must watch best trilogy of all time,positive
No Name,5.0,greatest trilogy of all time!,positive
No Name,5.0,really good i love this one,positive
No Name,5.0,"someone said that a secuel is never better than the first part, well this is not the case, this secuel is just amazing, great sms, and of course that battle is mindblowing",positive
No Name,5.0,"amazing characters, great progression and excellent retelling of a classic novel. so good i bought the extended edition which imo is absolutely worthwhile for all the little bits of immersion.",positive
No Name,5.0,absolutely spectacular,positive
No Name,5.0,no explanation needed. just watch it.,neutral
No Name,5.0,love all the movies in this series.  some of my top movies to see before you die for sure.,positive
No Name,5.0,best trilogie of all movies. best adaptation of tolkien works. best fantasy movies.,positive
No Name,5.0,"perfect, simply a top shelf",positive
No Name,5.0,um dos melhores filmes já criados pela humanidade.,neutral
No Name,5.0,"another masterpiece in the lotr trilogy. every thing that was perfect in the fellowship carries over into this film. the excellent cast has new additions that are just as perfect as the actors in the previous film. viggo mortensen, elijah wood and sean astin give solid and emotional performances and new members andy serkis (gollum) and bernard hill (theodon) steal the scenes they're in. like in the first film, the practical make up and effects for all the orcs are great and really well done and the visual effects were great for their time and still hold up really well today. the battle at helms deep is one of the greatest battles in film history. overall, this is a perfect follow up to a perfect film in a perfect trilogy.",positive
No Name,5.0,lotr trilogy are three of the best movies ever made.,positive
No Name,5.0,great film and greatest trilogy,positive
No Name,5.0,"i loved this movie, a must watch for sure",positive
No Name,5.0,"this movie carries you from movie one to movie three, but it does it so splendidly as to outshine both. this is the good part of lord of the rings, the characters have been introduced, the stage has been set, and now you can sit back and watch them be epic, or funny, or heart-wrenching. every character is so compelling and every scene is filled with purpose. this movie lights a beacon that might never be surpassed by another adaption of j.r.r. tolkien's work.",positive
No Name,2.5,"it's okay. great writing, decent pacing, but very boring.",positive
No Name,5.0,entire lord of the rings series 10/10.,neutral
No Name,3.0,"à l'image de ce qu'on attendait après le premier opus à l'immense succès, le deuxième volet est aux attentes des espérances.  un peu moins bien que le premier, il reste quand même incroyable et comme son prédécesseur, l'histoire, les acteurs/actrices, l'attention aux détails et les précisions sont remarquable. tout est exceptionnellement bien écrit et tourné et les décors sont magnifiques.  ce deuxième volet est toujours un exemple pour les adaptations de romans fantastique au cinéma.",neutral
No Name,5.0,"una obra de arte, mejor adaptación de un libro a una película que he visto, espectacular banda sonora y gran actuación de los actores, una película que hay que verla para sentirse sumergido en el universo de tolkien",neutral
No Name,5.0,this movie just like the predecessor truly is a masterpiece.there is not one scene that does not contain any meaning for the movie.all three films have an amazing opening in their own way.in the first we get the exposition dump but it is shown aswell as told in a beautiful flashback.the second films opening is personally my favorite it shows gandalf who died in the first fighting a fire and shadow demon what more could you have.and the third has a origin story for a fan favorite character.the battle of helms deep is and will remain the best on screen battle in film history it is build up so masterfully that it honestly never gets boring.must watch for all best 3 hours of you life(until you get to the third).,positive
No Name,5.0,the greatest 02 hours: and 59 minutes ever!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,positive
No Name,5.0,"i love all the lord of the rings sagas, especially this one.",positive
No Name,5.0,undeniable masterpiece,neutral
No Name,5.0,a perfect film trilogy worth watching for sam alone. amazing.,positive
No Name,5.0,"while this is not perfectly accurate, its still really good, and is and always will be the best lotr adaptation.  anyone who decides to make a new adaptation of tolkien needs to rot in hell for all eternity.",positive
No Name,3.5,"good film once again, not as much happened compared to the other films, but was better than the first film and getting ready for the last film.",positive
No Name,5.0,"""lord of the rings: the two towers"", expands on the world of tolkien, whilst still capturing everything that was loved about the first film.",positive
No Name,5.0,"this trilogy is the kind of thing amazon can only dream of making, but never succeeding.",positive
