Name,Rating,Review
No Name,5,"I loved it. George Miller turned the desert into an absolute battleground with high-stakes action sequences and some genuinely likable characters: Furiosa is a powerful warrior who wants to redeem herself for serving Immortan Joe, the movie's amazing villain; Nux is insecure about his impending death and wants to go out in a literal blaze of glory; and the titular Max is as cool as ever, learns to open up to others, and the speech he gives when all seems lost was just perfect.

It hurts to know this masterpiece was a nightmare to make and how badly it financially underperformed. I honestly think the movie warranted a PG-13 rating; the goriest part was probably the villain's death, it was totally bearable for a modern teenage audience. But hey, the fact that a sequel was even greenlit sparks a little hope. Mad Max lived, it died, and lived again. Fury Road will ride eternal, shiny and chrome."
No Name,5,My favourite movie of the past decade.  Larger than life and twice as fun.
No Name,5,La mejor película de la década.
No Name,5,The post apocalyptic film of our age. Nuf zed.
No Name,4.5,"The Perfect Adventure Film.

Thrilling and original - that's how you can describe this film in two words. George Miller's style may not be everyone's cup of tea,and some may not understand it, but this is true cinema. With minimal dialogue and a huge amount of action, the film still manages to remain genuinely deep."
No Name,4,This is a great film that I had to rewatch after seeing Furiosa because the first time I watch it I was lost about what this was about; Furiosa was such a great introduction of the franchise to new viewers that this is perfect sequel to it. I loved it more and appreciated after Furiosa so stellar job perfect action film to enjoy; hopefully they make a third one to end this saga of soft reboot.
No Name,5,"I don’t think I’ve ever seen this much intense action in one movie. Just wow. I wish Gibson could have played the title guy, but Hardy does it great. And Miller somehow creates this insane future world that is believable, scary, and fascinating. Sci-fi does not get any better."
No Name,0.5,I really don't understand how this movie is rated so high. I was hoping that it wouldn't be any worse than Thunderdome. It's like Mad Max Meets The Rocky Horror Pic Show. I've never not finished watching a movie and am highly disappointed that I sat thru the entirety of Fury Road. Never will watch it a second time.
No Name,4,"Did not expect to love it, got persuaded by a friend to see it. 

Some of it I found kinda gruesome and hard to watch but overall I really enjoyed it and I LOVE Furiosa."
No Name,5,"Arguably, the greatest action movie ever made.
The movie is full throttle from start to finish. It never gets boring and leaves you wanting even more. A must see."
No Name,5,"A perfect action film. Great cast, practical effects, not too long, intense and memorable scenes, and just enough story to glue it together. Don't bother with Furiosa, it's a cheap imitation of this film."
No Name,4.5,Fury Road perfectly captures the harsh and epic nature of the franchise while also introducing the most gorgeous portrayal of Australia to date.
No Name,5,"An action masterpiece. Easy must watch if you enjoy the Mad Max universe/saga and some good ol' action. Sure, not having Mel Gibson as Max is sad, but Tom Hardy really delivers. Talking about delivering, Charlize as Furiosa is *chef's kiss*. Solid story, great acting and awesome action scenes! 
10/10 action movie. Watched many times."
No Name,4.5,"Great movie! I have no clue how they tie into the original three with Mel Gibson, but great action and story. I could do without the guitar guy though lol"
No Name,5,"Not perfect but what would perfection be in an apocalyptic setting?  As far as action movies go, nothing remotely compares to this. A remarkable piece of art depicting the best and worst of the animal human."
No Name,5,A mondern classic.
No Name,5,"If you’re a fan of the franchise or new to the series, this film is a great experience that stands out as one of the best action films I’ve seen in a long time."
No Name,2,"I dont really know why people likes mad max that much. Actors and animators did really great job, but um, the director should have contributed a little more to the film's script, because its a : escape-fight-drive-escape-fight-drive pattern, nothing more. I got bored halfway through the movie. Bored in the ACTION movie..."
No Name,5,"Wow. Great dip into Mad Max present day, fleshed out. Did such a great job with all of the elements. Edge of your seat action the entire film. Sometimes there is so much going on you feel like at a grand finale of fireworks."
No Name,5,Mad max en su más pura escencia!!!
No Name,5,"This movie really is perfect. The pacing is amazing, the action is perfect, costumes, cinematography, literally everything. It’s very gory & gross but amazing nonetheless. Both Tom and Charlize couldn’t be any sexier in this, and they both give a perfect performance. I don’t particularly love action movies but this is one of my favorite movies of any genre. I just can’t recommend this enough."
No Name,4,"Good, but only a spinoff."
No Name,5,"Wow. This movie is amazing. Its very different to what you expect from the Mad Max franchise. But then compare Mad Max 1 with 2. Tom Hardy does a great job, even with very little to say. Charlize Theron really does lead this movie. This movie does a great job at setting up a new universe. Fast paced non stop entertainment. Love it"
No Name,5,"The finest movie you ever made, one that I’ve been waiting for for three decades or more.  The grand master didn’t let us down with this forever creation.  Tom Hardy was divine, one couldn’t ask for more from him."
No Name,5,The order of the novel is surprising
No Name,5,"One of the hardests things to do in cinema is tell a story without using words... And gosh, this one knows how to tell a tale. Two action scenes of 1 hour glued together with a 10 min break. Cannot recommend enough"
No Name,4,"Eventhough it sometimes felt it kind of dragged, I was pleasently surprised. I thought it was gonna be another Marvel type movies with the same type jokes and dialogue, but it was quite good!"
No Name,4.5,INTENCE ACTION YOU REALLY CAN FEEL THESPEED O THE CARS
No Name,1.5,"While I have a lot of admiration for Tom Hardy, even his talent can't save this one for me.

The movie feels like a relentless series of glorified action scenes that fail to establish any emotional connection.

The plot is almost non-existent, essentially boiling down to a prolonged chase for two-thirds of the film, only to reverse course and head back for the final act.

Despite the visually stunning spectacle and high-octane energy, the lack of a deeper narrative or character development leaves the experience feeling hollow and unsatisfying. The film's emphasis on action over substance ultimately detracts from its potential to be a truly memorable entry in the franchise."
No Name,5,"This is still one of the best action movies I've ever seen!
2 hours of exhilarating action and practical stunts with phenomenal performances from everyone. 

You must WITNESS IT!"
No Name,5,Hands down the very best action movie ever made in the entire history of cinema.
No Name,0.5,It's just action. No scenario. Nothing to think about. It's not worth its rating.
No Name,5,"An action movie opus. ""Witness!"""
No Name,5,Amazing! Brazil loved it!
No Name,1,"I saw it at the theater and walked out, I don’t walk out of many movies but it is simply terrible, not entertaining and I was bored.  I like Charlize Theron but it sucked.  By the way, I sat through the ending later because I had to see if it had a happy ending and it did, but it didn’t help, still was terrible!"
No Name,5,Melhor filme de ação dos últimos anos. Ele e John Wicky mas em termos de dimensão Mad Max é sem dúvida o melhor 🤩
No Name,3.5,"It was a novelty, now a classic"
No Name,5,"Honestly one of the only movies I think that completely outshines the originals. As awesome as they were at the time, they missed the absolute mayhem and carnage we are shown in the masterclass of effects. Obviously the time they were made plays a huge part, but this movie I believe just has better overall writing and characters. It is a must watch and each time I watch it I’m thoroughly in awe in what the team was able to accomplish in making this masterpiece"
No Name,5,Absolutely unbelievable! Complete insanity from start to finish. Maybe the greatest action scenes ever made with indescribable set design & cinematography. The world building is captivating. Themes of oppression impact emotionally.
No Name,5,They should make a Mad Max movie without Mad Max.  I would totally pretend to care about it.
No Name,4.5,"Really enjoyed this movie! One of the best action movies for sure. I understand that some may find this weird, but if you really look at it then you'll also find its brilliance in the world building and plot. It's pretty incredible that this movie actually has a well formed plot considering it's pure non-stop action throughout the entirety of the movie. Acting: 10/10.
Story: 10/10. Character development: 8.5/10. Action: 10/10. In my opinion this is a solid 9/10."
No Name,3.5,"Recently watched this again. Great story-telling, character development is pretty great. 

However, this harkened the departure from the character of Max. Until the second act he is really just a footnote, literally called ""Blood Bag"". His entrance as a main character is impressive, which to the quality writing and editing."
No Name,5,New classic. Best action movie ever.
No Name,5,The greatest car/action film ever made.
No Name,5,"No other movie like it, except the old ones. The only problem I had after watching was that I wanted more Tom Hardy. The themes are risks that pay off. Camera angles always being in the center, to the music being played by the villains. Stupendous! 5/5"
No Name,3,Not bad it was okay..
No Name,4,"8.5/10

That's it. That's my review."
No Name,5,"Wow. Just wow. A non-stop thrill ride from beginning to end. Well produced, acted and directed. My favourite film."
No Name,1,"The film can be summarized as follows: A group rebels at point A and tries to find refuge at point B. Pursued by angry individuals from point A, they encounter hostility along the way. Reaching point B, they are disappointed and decide to return to point A, facing the same adversaries again. The film is filled with excessive action and meaningless stunts, making it monotonous and repetitive. Save your time."
No Name,5,"Can't get tired of this movie! I have watched more than a dozen times and will watch many more. Don't get fooled by the length of it, the action and characters will keep you entertained for the whole 3 hours. SO GOOD!"
No Name,5,Perfect action film. Very exciting.
No Name,3,"Madness, Redemption and Octane. Commendable drive for what would be something that isnt. Lots of practical effects and action to distract you of the lack of character buildup"
No Name,5,More films like this please!
No Name,4.5,"Action packed and beautiful piece of art. You can tell a story not only with words , and thats what this movie does , similar to Max who doesn't speak much and yet says a lot, so does the movie with the stunning visuals and hidden meanings."
No Name,5,UTTER. MASTER. PIECE.
No Name,5,Absolutely great Rollercoaster ride from start to finish.
No Name,5,One of my all time favorites right here!
No Name,5,"Surprisingly, this turned out to be  the best Mad Max movie of them all."
No Name,5,So good I saw it twice.
No Name,5,Super cinematic. The whole movie is a chase but it's done very well even when the pacing slows down a Lil bit. Great storytelling. You could mute the whole movie and still visually follow the story
No Name,5,I have matched this movie dozens of times. I was hooked by the first three movies and awaited this movie with baited breath. I was not disappointed.
No Name,5,"Visually stunning and unique.  Great choice of actors.
Great soundtrack. Will watch again and again. 
If there is a definition of what apocalyptic movie should be."
No Name,2,If Santa Claus brother had a harem? This movie just sucks it's like someone said tell me the last 15 minutes of Road Warrior and made this movie out of that description but instead of a gas shortage it's a water shortage.
No Name,5,"The greatest film of the century hands-down,what else is there to say?"
No Name,5,"This is absolutely my favorite movie of all time. It wastes no time getting to what makes movies great. Epic action,unique and creative world building, and it does a great job reflecting mankind in its most basic nature of savagery and survival. This film makes a mythology of characters who are all doomed regardless of their efforts, yet gives the audience a sense of hope against all odds through the most impossible of circumstances. This movie has a great music score and memorable imagery including the wonderful use of practical effects and the ingenuity of the iconic custom vehicles made for it. Truly one of a kind."
No Name,5,Masterpiece!!! Best action film
No Name,0.5,I hated this film so much that I went back and watched all the previous Max Mad films and then returned. It's still unwatchable. Utter rubbish.
No Name,1,"Don’t understand why this movie was rated so highly. Yes, the visuals are amazing but that’s as far as it goes. The infantile script and low grade acting are set against mismatched, grandiose music."
No Name,5,One of the greatest movies of all time.
No Name,3.5,Enjoyable.. Not as good as previous Mad Max entries but still enjoyable enough for hard core fans. If you're going to go I think it is better to spend the extra money for IMAX.
No Name,5,"A modern action masterpiece that strikes all the right chords and rocks all the right riffs. A few unnecessary gross-out moments aside, this is arguably as good as any 2000’s action movie has been, holding the title without a challenger in sight. Witness it!"
No Name,5,Everything about this movie is amazing
No Name,4.5,Fantastic action and cinematography. My only criticism is that Mel Gibson wasn't Max.
No Name,0.5,"What the hell was everyone else watching that this movie was so popular? The visuals and audio were great, but the characters and plot were unbelievably bad. No, I really mean that. Watch the movie again and try to imagine any actual human being being so unbelievably idiotic as the characters in this movie. ""Hey, we just escaped the bad guys by the narrowest of narrow margins. What should we do with our newfound freedom? I know, let's GO BACK SO WE CAN DO ANOTHER 20 MINUTE ACTION MONTAGE!""

For the love of all that is holy, this was a massive insult to the first two actual Mad Max films. It firmly belongs in a category with Thunderdome."
No Name,5,Pure octane high adrenaline spectacle. It's like doing drugs without the withdrawal but all of the ADDICTION! WITNESS MEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE!!
No Name,5,One of the greatest action films ever made.
No Name,5,Simply one of the best action movies (or any kind of movie) ever made.
No Name,5,Best action movie ever made. I’ve seen this movie 10+ times and it never gets old. There is not even a dull millisecond in this film. It is exhilarating and action packed from beginning to end. There is nothing else like it.
No Name,5,Love this word and miller is amazing as making it feel so real
No Name,5,This film is nothing short of brilliant. A top 10 of all time (I will die on that hill)!
No Name,3,I'm just not getting it (unfortunately). Everyone's raving about this. Over the years I've watched it twice. And came away disappointed twice.
No Name,5,Great move was blast! Will watch again
No Name,5,Loved the commentary and the world that was imagined what astonishing
No Name,4.5,I have to say I was pleasantly surprised well done prequel I enjoyed the acting good storyline nothing negative to say
No Name,5,Amazing action film. Definitely an improvement for the franchise. Wanted to purchase it right after watching at the theater.
No Name,4,"An amazing action film, some of the best looking action scenes I’ve ever witnessed."
No Name,3,"Great cast, great action. CT is too pretty and soft to be the menace that I believe she is supposed to be. TH has no connection to the MG character except his name. In many ways, this movie barrows the MM-TM just for marketing. An enjoyable 2-hour car chase, but definitely an oddity."
No Name,5,This is what I call an epic in action cinema.
No Name,1,I must have watched a different movie than everyone else. I can’t even express how stupid this movie is from start to finish
No Name,5,The greatest action movie ever made Not only does it have some of the best action ever but it also has deep and emotional moments this movie is just plain sick it makes me wanna go past the speed limit while playing eminem or heavy metal also my favorite part was the scene where mad max battles the guitar guy
No Name,5,One of the best action movies I’ve ever seen
No Name,5,One of the best action movies ever!!
No Name,5,"The tippy top of all action flicks.The visuals,sound,editing,acting are all perfect.This movie delivers in every way and taunts you with more.10/10 movie."
No Name,5,This is all you want from a movie call mad max
No Name,4.5,"This movie is one of the best I've seen in years, loved every piece of it! Not to mention the chasing scene with the brother in arms playing, that sequence was epic"
No Name,5,"I have never seen a film light my innocent eyes up with flames like this before. It changed my whole world. There is a distinctly animal instinct we all share, and this film lets this beast free. I can't believe how intricately destructive this film is to a sense of modern civility. Perhaps that is what it truly is to be mad, to live the way we do. For, we are all in this world just as mad as Max, and thank goodness for that. For now, I'm increadibly grateful we've got our regular old Joe leading our insane country in 2024, and not Immortan Joe. Beholding this film makes me incredibly grateful for a lot of things, and scares my darkest and far-reaching fears and nightmares away. For that, I can't thank George Miller and his entire crew enough."
No Name,5,"It gets better every time i watch it. awesome action scenes and perfect direction, music and cinematography"
No Name,3,"Can we admit how vastly overrated this film is? Its fine but no more than that. Yes it looks very pretty and yes theres good action and designwork going on, but that all there is. The cast are chewing the scenery more than in a Hammer horror and the characters and stpry are as deep and nuanced as a small puddle."
No Name,5,"I love this movie, production, set and acting is amazing"
No Name,5,"Pedal to the metal. Fantastic. When I first saw this in a cinema, the audience applauded at the end of the first 20 minutes which was kind of rare and astonishing"
No Name,5,Absolutely incredible of a film. Definitely in my top 20 movies of all time
No Name,5,One of my top 5 movies of all time!!! -211S
No Name,4.5,An absolutely thrill ride and a definite must watch!
No Name,5,"A superb continuation/semi-reboot of the post-apocalyptic Mad Max saga...and this one is truly masterful. Incredible acting, a gritty storyline and the most colorful characters we've yet seen in the series. This story sees familiar tropes from the previous movies, but builds world that has moved on far beyond the blasted landscape of the original trilogy. This movie cannot be missed."
No Name,5,Best looking 4k uhd Blu ray I have. Action sequences are greatest of all time.
No Name,5,Don't mind me just excitedly witnessing in preparation for next week.
No Name,5,"The unrivaled stunts, cinematography and still holds up on the rewatch before getting tickets for the latest installment. Brilliant movie and performances!"
No Name,3.5,"It was shot beautifully, Tom Hardy's acting wasn't the best."
No Name,5,YEEEEEEEESSSSSSS!!!!!!!!!!!! Banger ass movie filled with non stop action!!!!! LOVE IT!!!!!!
No Name,2,"There's like no dialogue, it's like watching an MTV music video, just one huge chase through the wasteland with music and little character development. Contrast this mess to the older Mel Gibson Mad Max movies that actually had a story and deeper characters!  The cinematography is beautiful, eye catching, the action is on point too, but it's a huge disappointment if you want anything of substance. This is more like an eye candy type of movie, something just to show off a new TV's capabilities."
No Name,1,"What a wild movie that is absolutely amazi....dumb. Haha, I just did not get this movie at all. It feels like the director was high when he filmed this. Felt incoherent and pointless."
No Name,5,'We're going to the green place!'
No Name,1,"Terrible CGI, was Theron actually in the desert at all? Looks like bad studio lighting all the way through and the  cheapest CGI effects ever made. Why is no one mentioning this?"
No Name,5,"One love, one shot... Give it all you've got. The perfect action movie. For a 2hr car chase, I'm not sure anything comes close. Watch at half speed to lengthen/double your enjoyment. If you think my rating is wrong, you're right,... And by right, I meant wrong."
No Name,5,Tom Hardy te hace recordar a Medgizon la actuación del actor como Max es increíble la historia es muy buena tiene mucha acción
No Name,5,"Pulse-pounding and viscerally unforgiving, George Miller's undeniable masterpiece is as rich narratively as it is visually. Truly a modern classic in every sense of the word."
No Name,5,"Absolute gleeful fun in the most unhinged way, ""Mad Max: Fury Road"" stands as one of, if not the absolute best, action movie made to date."
No Name,5,"Must watch!! 
This is a strong female lead of the year. Too bad it was over shadowed by WW. 
Fun, intense, edge of your seat action movie
Furiosa is truly a warrior!!"
No Name,4.5,"""Mad Max: Fury Road"" é possivelmente o melhor filme da franquia até então, conseguindo trazer de volta a ação frenética do segundo filme e possuindo uma história cativante (como o terceiro). É também bastante interessante ver como o Tom Hardy consegue manter a essência de uma personagem tão icónica ao mesmo tempo que a torna uma personagem sua. Belos visuais, cenas de ação e um elenco invejável fazem deste filme um dos melhores do género."
No Name,5,"The film with the most beautiful photography I have ever seen.
The film doesn't give many explanations about the characters but you still manage to identify with that character. The film has some crazy settings. The villain manages to steal the show when he appears"
No Name,5,"Witness this intense and action packed battle on the road for home! As the Imperator Furiosa defies the oppressive Immortan Joe by stealing his wives and his war rig, she joins forces with the drifter Max Rockatansky to fight off Joe's War-boys in order to return to the Green Place. An epic in so many ways, we are thrown into a brutal, desert wasteland of violence and war, with a memorable cast of characters making it epic!"
No Name,5,"Future belongs to the Mad but not sure if the prequel Furiosa: A Mad Max Saga will belong anywhere, a sequel surely could be."
No Name,4.5,"This movie deserves everything that's been said. It has good characters but the action is more important. 2 hours of amazing action and car design, a nonstop car chase sound bad but man is it fun."
No Name,5,Absolutely stunning work of filmmaking. And even better in 3D!
No Name,5,"A modern classic, and a milestone in cinema history."
No Name,4,"Incredible in every way. The setting, the practical effects and almost no use of CGI, except for Furiosa's arm, the violence, the costumes and the design of the vehicles are AMAZING. Highly recommended"
No Name,5,"Damn, you're the most perfect action for them you can make for its purpose
Very entertaining and amazing action sequences, it left me wanting more, which means it did its job"
No Name,5,"YEP this lived up to the hype, seriously one of the best action movies I have ever seen"
No Name,5,"An awesome movie with awesome action, awesome characters and awesome special effects. All out, it's an awesome movie. Did I mention it's awesome?"
No Name,4.5,Stunning visuals and costume design.
No Name,5,My favorite action film
No Name,5,"Mad Max Fury Road is a spectacle in many aspects,despite not having a wonderful story, its chase scenes and its frenetic pace give the film a special touch, technically speaking the film is spectacular,beautiful in every way, in my opinion a truly splendid film."
No Name,5,It's brilliant! Not stop action!
No Name,0.5,"Utter cringe inducing garbage. Saw it with 4 friends, and we all thought the same. These reviews are mind boggling"
No Name,2,Only thing that makes the film respectable to this rating is due to the stunts all being done by the actors. Apart from that I can name at least 10 action films to better spend 1.5 hours of your time.
No Name,4.5,Really awesome movie. Usually I am not too much in action-centric movies but this one really nailed it.
No Name,5,One of my favorite films. This movie was great from start to finish. Worth watching over and over.
No Name,4.5,"Very good movie full of chaos and acton.
Recommended watch"
No Name,5,Unreal movie. Amazing cinematography and action the entire movie. Needs to be watched with a loud sound system and big TV. 10/10
No Name,5,"The film had to be watched full volume on a Bose sound system. The story, acting, music and because it was filmed mostly by stunts it was spectacular"
No Name,5,"The absolute peak of the Action genre, up there in the 1st place alongside Rambo First Blood and Die Hard. A modern masterpiece in all senses."
No Name,4.5,"""Welcome to the apocalypse. I hope u like leather."""
No Name,5,"A perfect movie and far-and-away the best action of the decade. So many original characters with underrated arcs, all the more impressive with lack of dialogue and short runtime. The awards speak for themselves when it comes to the editing and visual effects. Well worth the 37 year wait!"
No Name,1,Worse then Thunderdome.  I watched when it came out and didn't like it.  All this time later I keep seeing reviews on how great it is. So I watched it again over the weekend.  Still don't see to merit the strong reviews.  They should have ended with Road Warrior.
No Name,4.5,The type of film you can just unplug your brain and enjoy the ride.
No Name,0.5,"In the words of Anakin Skywalker, I don't like sand."
No Name,4,"Visually stunning and well acted, Mad Max: Fury Road proves that hope can lie at the end of the difficult roads we most often travel."
No Name,4.5,"This is a great story in the Mad Max universe. Charleze Theron shows she's willing to push her acting skills to the max, and portrays the heroine in a superb fashion. Hardy is equally as fantastic. Respecting the rather dull scenery while applauding the cinematography, it is what it is ... post-apocalypse world with everything going to hell."
No Name,5,I enjoyed the original Mad Max trilogy and It was very entertaining but nothing compared to this one. It was wall to wall action with no break. I've always liked Tom Hardy and he's equally compelling in this as Mel Gibson  It's definitely worth the watch.
No Name,5,"Absolute GOAT of a montage, effects, choreography"
No Name,5,"I like everything in this movie: scenes, music, dynamic !!"
No Name,5,"This is a story about ""girls help girls"" when these girls said to each other: ""We are not things"" and ""We are not his measure"", I was moved so much!"
No Name,5,"Mad Max Fury Road is one hell of a ride. From beginning to end this film is heart pounding. The action/choreography is fantastic and leaves you with one very big adrenaline rush all due to its fast pace. the pacing was very fast which worked well for this kind of story. Then there are the performances which are great. Charlize Theron, Tom Hardy, and Nicholas Hoult where all great in this film with each one of seemingly becoming their characters rather than acting as them. In terms of direction George Miller shows off his abilities. Miller is amazing at making this steam punk dystopian world come to life. The fact that most of the visuals are made via practical effects is crazy. To add onto this, the cinematography and colors are great as well. Mad Max Fury Road is very fine filmmaking.

With all that being said I do find flaws in this film. The characters are pretty bland. The film is mostly fast paced however it does slow down at certain points to focus on it's characters. Characters like Furiosa, Max, and Nux were explored but, they weren't explored enough to make them particularly strong characters. They had the potential and when they were being explored it was great; however, they weren't fully explored/developed which is definitely the film's biggest flaw. The visual effects also looked a bit wacky and poor at times but that is more of a nitpick than an actual flaw. 

Mad Max Fury Road is from a visual and practical sense phenomenal with great themes and performances; however, it's characters aren't particularly it's strong point. Regardless, this is a fantastic film that I'll highly recommend."
No Name,5,Greatest Action Movie of All time. No Debate
No Name,4,"Great reboot and a great film for action fans. While I initially didn't care for Tom Hardy's performance, it kind of grew on me after a second watch. He has very little dialogue but really does seem mad and haunted by his past. I hope the upcoming Furiosa movie is similar to this."
No Name,4.5,"I liked this so much more that I thought I would. 
See it on a big screen. It is beautiful."
No Name,5,"Tom Hardy and Charlize Theron did a great job with this film, great action, good acting and very entertaining!"
No Name,2.5,Not really my thing. I found the undercranking (speeding up the frames) annoying and hard to watch. Thank you.
No Name,4.5,"One of the Best action movie in cinema. 
Breathe-taking third act! 
And widely immersive & a thrilling experience."
No Name,5,One of the best action movies of all time!!!
No Name,5,Love it. Still a classic
No Name,3.5,"The cinematography in this movie is beautiful. The Story, is good. The score is not to bad ether.  over all, it is worth a second watch."
No Name,5,"Nothing short of a spectacular miracle. It exceeds your expectations on every conceivable level and will likely remain the gold standard for action blockbuster filmmaking for decades to come. That George Miller could return to this franchise 30 years later and make a movie that could easily be the best ""Mad Max"" entry is not something anyone could have anticipated."
No Name,5,Maybe the greatest chase movie ever made!!!
No Name,5,"A Masterpiece.
🔥🔥🔥🔥🔥"
No Name,3.5,Definitely has the feel of Fallout New Vegas for any Fallout fans. The cheesy humor in some parts is chef's kiss. It made me feel nostalgia for a time yet to exist in our timeline.
No Name,4.5,"I was indifferent to the original Mad Max movie, and I remember being disappointed by it on several attempts to watch it, so I wasn't expecting much from this sequel. Was I wrong though! This movie is almost non stop action, and the story is both exciting and easy to follow. The special effects are first rate, and I soon became absorbed into the film's world. To be honest, the character's don't have a lot to say, and you mostly pick up the plot from riding with them on their journey. That's not a bad thing in this case, because the film's pace is such that there is no time for the verbose narrative often found in other movies. I highly recommend this movie to everyone who likes action movies because it is one of the best I have seen."
No Name,3,This is a test review
No Name,5,"All Time Classic. Pretty much everything about this is flawless. the only minor complaints is there isn't much character development with Max and dare I say it feels like he's not even the main character at certain points. Furiosa is incredible and the best thing in this. She outshines Max. Also, the fact they go back the way they came makes it feel a little bit like the escape of the first half was pointless to an extent but who cares. This is 2 hours of a straight adrenline rush and the most action packed of the franchise. I will say this is a hair beneath Mad Max 2 for me because while Hardy is really good as Max, Gibson is better. Also, Max had more development and focus and while the chases in this are amazing and incredible, the end of the second still I feel is slightly better. However, where the second can be a bit slow in the first half this floors it and never lets up the entire way. IT's really just personal taste at that point comparing this and 2. Watch it and decide for yourself!"
No Name,5,"There's an early scene where a metal bard riffs on a flamethrower-guitar for no reason other than that he can; already a highlight. It only gets better from there, and this action-packed romp has loads of great character development to boot. Just stellar."
No Name,5,Absolutely phenomenal movie! Amazing action and amazing sound the entire movie!
No Name,5,Exceeds expectations - surpasses original - award worthy George Miller (Max has the voice)
No Name,5,"Con todo lo que necesita una película de acción, un excelente guion, escenografía, música, vestuario, actuaciones. Una película perfecta 🍅"
No Name,5,97 % of tomatoes with all the silly fun you need after some hard work
No Name,5,"Awesome from start to finish.  Incredibly high energy, with amazing SFX and action scenes.  You genuinely feel like you're there behind the camera in the car next to them. Would watch again and again."
No Name,4,"Movie is a visual feast (if you're into machines just as I am) although it's fictional feels a very dark look into post climate crisis World, how it can sharpen class differences, sexual discrimination."
No Name,5,"Um dos melhores filmes que já assisti. A história te envolve e te prende do começo ao fim. 
Não arriscaria de forma alguma trazer uma sequência a essa refilmagem pra não estragar toda a beleza e adoração que o ""primeiro"" nós faz ter."
No Name,5,"cars, blood, action! and so much rock'n roll, i love it!
one of best movies of all time"
No Name,4,Although not much seems to happen plot wise the movie still provides some very entertaining action scenes.
No Name,5,"I like tom
Hardy's acting on this one !!!"
No Name,5,Amazing what a masterpiece I was involved the entire movie amazing
No Name,4,"Controversial pero muchísima acción, fabulosa elección para ver!!😍"
No Name,5,Exelente película. Muy buena
No Name,5,Una obra de arte !!!
No Name,5,"Es una gran película de acción y es muy emocionante, divertida y con gran secuencia, un placer verla."
No Name,5,excellent production available on various platforms
No Name,4,"Una película de acción interesante, con buenos efectos especiales y buenos actores."
No Name,5,Excelente remake the MadMax
No Name,5,Mucha accion pero me gusto la de ls 80
